Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),20,0.00016712494051865243,0.2229228709207718,-0.0314474561084908,211501.0,0.030271897559278577
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.00022770326666429926,0.011011032448643593,-0.0314474561084908,431928.0,0.03787851403852253
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.0002486629523723028,0.1996754215883169,-0.0314474561084908,221115.0,0.03787851403852253
Positive Regulation Of Translational Initiation (GO:0045948),21,0.00025094341284262255,0.10405586988298304,-0.0314474561084908,221103.0,0.03787851403852253
Acetylcholine Receptor Signaling Pathway (GO:0095500),21,0.0002805078111891369,-0.028511848721186433,-0.0314474561084908,220956.0,0.04011261700004658
Cell-Cell Junction Assembly (GO:0007043),70,0.0003056902846219686,0.2882836436656217,-0.0314474561084908,709033.0,0.04152802516589443
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.0003540913730171513,0.5048623662684479,-0.0314474561084908,230740.0,0.04394069659560428
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.00036371665534301953,0.2090302030915997,-0.0314474561084908,230703.0,0.04394069659560428
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),22,0.0003719676193223771,0.19979829573629343,-0.0314474561084908,230672.0,0.04394069659560428
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.0005118974527214774,0.38313033860963325,-0.0314474561084908,240299.0,0.055371009525783
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.0005258556257492274,0.11135058778577447,-0.0314474561084908,470120.0,0.055371009525783
Stress Granule Assembly (GO:0034063),23,0.0005298661198639521,0.07104508296770988,-0.0314474561084908,240249.0,0.055371009525783
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.0009575495941308458,0.18017288398758877,-0.0314474561084908,259452.0,0.09635786100938919
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.0010515861280461618,-0.01857275860331565,-0.0314474561084908,259303.0,0.09864621925516373
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.0010529040700771985,-0.026008311775988727,-0.0314474561084908,259301.0,0.09864621925516373
Regulation Of Cell Development (GO:0060284),51,0.0011426751819788228,0.11444240864084873,-0.0314474561084908,518037.0,0.10348828231454872
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.001286534859233887,0.15357693389380395,-0.0314474561084908,268998.0,0.1112970702740636
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.0013108230580677347,0.003609413125722223,-0.0314474561084908,268967.0,0.1112970702740636
Cellular Response To Ionizing Radiation (GO:0071479),52,0.0013767918004629694,-0.009122109058872823,-0.0314474561084908,527503.0,0.11335585823811781
Vacuolar Acidification (GO:0007035),27,0.0016131772314379475,0.32171140605880016,-0.0314474561084908,278625.0,0.12891183934755598
Clathrin-Dependent Endocytosis (GO:0072583),27,0.0017084279234608345,0.4323375817481953,-0.0314474561084908,278526.0,0.13262281908694534
Eye Development (GO:0001654),55,0.002053084845703884,0.03003496557668672,-0.0314474561084908,556191.0,0.15495087571604035
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.002199095162495714,0.13513884454282565,-0.0314474561084908,288073.0,0.16148490693245554
Regulation Of Calcium Ion Transport (GO:0051924),56,0.0023849332409407974,0.10001117811916181,-0.0314474561084908,565685.0,0.170522726727267
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.0026473650321458195,-0.00016225401376019749,-0.0314474561084908,575283.0,0.1820766017424708
Regulation Of Muscle Contraction (GO:0006937),29,0.002680553577364311,0.049777498583399554,-0.0314474561084908,297689.0,0.1820766017424708
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.002781132765473704,-0.00505914996136193,-0.0314474561084908,297620.0,0.1843009200924891
Selective Autophagy (GO:0061912),58,0.002896753902477016,0.1284154131433541,-0.0314474561084908,584909.0,0.1873923893578584
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.0031805480539887207,-0.028319054493059312,-0.0314474561084908,584659.0,0.20096625727179893
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.004123174867508701,-0.021064635539801157,-0.0314474561084908,316774.0,0.25460604806866227
Regulation Of Translational Initiation (GO:0006446),64,0.005473312805280621,0.2795532084550177,-0.0314474561084908,642191.0,0.3295238529456009
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.0055789831562376305,0.06702713217112506,-0.0314474561084908,336021.0,0.3295238529456009
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.0057924638837671015,0.11827408627496523,-0.0314474561084908,335940.0,0.33485371004670667
Regulation Of Metal Ion Transport (GO:0010959),34,0.00634398528783591,0.18505600041588424,-0.0314474561084908,345665.0,0.35723326468884686
Adherens Junction Organization (GO:0034332),34,0.006573654710629129,0.40850443877689663,-0.0314474561084908,345586.0,0.35723326468884686
Embryonic Limb Morphogenesis (GO:0030326),34,0.006612144833870437,-0.010965033397567839,-0.0314474561084908,345573.0,0.35723326468884686
Ras Protein Signal Transduction (GO:0007265),143,0.006705519506489212,-0.02838672478522049,-0.0314474561084908,1412160.0,0.35723326468884686
Anterograde Trans-Synaptic Signaling (GO:0098916),188,0.007062403681518235,-0.028009163837784675,-0.0314474561084908,1846696.0,0.3690105923593278
Regulation Of Cardiac Muscle Contraction (GO:0055117),35,0.007946317968146313,-0.009575468031323588,-0.0314474561084908,355070.0,0.4073612437632742
Positive Regulation Of RNA Splicing (GO:0033120),36,0.008646210902781608,0.07472884403922178,-0.0314474561084908,364778.0,0.4350325004232894
Positive Regulation Of Translation (GO:0045727),108,0.009004514729862466,0.03908249762643254,-0.0314474561084908,1070843.0,0.438474362010991
Muscle Tissue Development (GO:0060537),36,0.00903738103519157,0.07317390944398203,-0.0314474561084908,364673.0,0.438474362010991
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),37,0.010093891055517723,0.03501013066617286,-0.0314474561084908,374303.0,0.48114214031301145
Small GTPase Mediated Signal Transduction (GO:0007264),111,0.011264569889964994,-0.027624040044665364,-0.0314474561084908,1099106.0,0.5242724094458457
Negative Regulation Of Cell Adhesion (GO:0007162),72,0.011384641942327899,0.17698075094884225,-0.0314474561084908,718347.0,0.5242724094458457
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),39,0.013301808086366544,0.08815296487194152,-0.0314474561084908,393376.0,0.6023502095109651
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),75,0.013835651915495583,0.05181928145857654,-0.0314474561084908,747031.0,0.6117201676321767
Protein Localization To Cilium (GO:0061512),39,0.013959017443207565,-0.03121087133921404,-0.0314474561084908,393250.0,0.6117201676321767
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),40,0.01530152248020539,-0.027763713316930914,-0.0314474561084908,402878.0,0.6599085171225088
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),41,0.016012036367492113,0.4382776038572292,-0.0314474561084908,412621.0,0.6797609814136887
Chemical Synaptic Transmission (GO:0007268),262,0.01661879069064113,-0.028980062192071027,-0.0314474561084908,2550569.0,0.6855877896056239
Skeletal Muscle Tissue Development (GO:0007519),41,0.01665395440337548,0.06041520632782682,-0.0314474561084908,412513.0,0.6855877896056239
Macromolecule Modification (GO:0043412),80,0.019353563704231372,0.040694786041991414,-0.0314474561084908,794652.0,0.7624253582678899
Modulation Of Chemical Synaptic Transmission (GO:0050804),122,0.01944161359690765,0.008417578151692818,-0.0314474561084908,1203498.0,0.7624253582678899
mRNA Destabilization (GO:0061157),43,0.01955024799173288,0.12130465051449454,-0.0314474561084908,431774.0,0.7624253582678899
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),42,0.019642905807417115,-0.03142950206727191,-0.0314474561084908,421908.0,0.7624253582678899
mRNA Catabolic Process (GO:0006402),43,0.020008108511265818,0.021768355902513335,-0.0314474561084908,431707.0,0.7656624059874539
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",14,0.020815124700721603,1.330799738931249,-0.0314474561084908,144231.0,0.7854818584980638
Positive Regulation Of mRNA Catabolic Process (GO:0061014),45,0.023651680666136463,0.11451566799791743,-0.0314474561084908,450899.0,0.831151268091522
Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),45,0.024857826451778454,-0.017964703970002185,-0.0314474561084908,450747.0,0.831151268091522
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),45,0.024987738232160044,-0.028425709257100754,-0.0314474561084908,450731.0,0.831151268091522
Cardiac Conduction (GO:0061337),45,0.02525747955747858,-0.028173018071548674,-0.0314474561084908,450698.0,0.831151268091522
Regulation Of Nervous System Development (GO:0051960),46,0.0258584856270742,0.11134255660429986,-0.0314474561084908,460460.0,0.831151268091522
Ribosomal Small Subunit Assembly (GO:0000028),15,0.026140686352063573,3.183545370982493,-0.0314474561084908,153829.0,0.831151268091522
Calcium-Mediated Signaling (GO:0019722),85,0.026522584630065703,-0.02747004349232919,-0.0314474561084908,842167.0,0.831151268091522
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),15,0.02656770767611775,0.26339125924826556,-0.0314474561084908,153800.0,0.831151268091522
Regulation Of Rac Protein Signal Transduction (GO:0035020),15,0.026641917867698366,0.17701709062869597,-0.0314474561084908,153795.0,0.831151268091522
Protein Localization To Mitochondrion (GO:0070585),15,0.026671650386922756,0.17342755412770539,-0.0314474561084908,153793.0,0.831151268091522
Phagosome Maturation (GO:0090382),15,0.02668652703653717,0.17014005934858797,-0.0314474561084908,153792.0,0.831151268091522
Regulation Of rRNA Processing (GO:2000232),15,0.026731198573739182,0.11160320085397751,-0.0314474561084908,153789.0,0.831151268091522
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),15,0.026731198573739182,0.11160320085397751,-0.0314474561084908,153789.0,0.831151268091522
Negative Regulation Of Macrophage Activation (GO:0043031),15,0.02698551843476547,0.026688711720038904,-0.0314474561084908,153772.0,0.831151268091522
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),15,0.027000541107117634,0.020533848875368178,-0.0314474561084908,153771.0,0.831151268091522
Negative Regulation Of Telomere Maintenance (GO:0032205),15,0.027241854687782046,-0.0101473007668474,-0.0314474561084908,153755.0,0.831151268091522
miRNA Metabolic Process (GO:0010586),15,0.02757659613591332,-0.021946118639413884,-0.0314474561084908,153733.0,0.831151268091522
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),15,0.027683821147712468,-0.02326790863052271,-0.0314474561084908,153726.0,0.831151268091522
Branched-Chain Amino Acid Metabolic Process (GO:0009081),15,0.02783760228057729,-0.026910651801394386,-0.0314474561084908,153716.0,0.831151268091522
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967),15,0.029109642554452912,-0.03143491778773105,-0.0314474561084908,153635.0,0.8504397722628877
Negative Regulation Of Platelet Activation (GO:0010544),15,0.029109642554452912,-0.031434917787731054,-0.0314474561084908,153635.0,0.8504397722628877
Positive Regulation Of Autophagosome Assembly (GO:2000786),16,0.03260128330387435,0.2173986635293227,-0.0314474561084908,163388.0,0.8878318219820439
Chondroitin Sulfate Metabolic Process (GO:0030204),16,0.032840179625716795,0.07117229785384835,-0.0314474561084908,163374.0,0.8878318219820439
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),16,0.033149450618745614,0.003928643945661638,-0.0314474561084908,163356.0,0.8878318219820439
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),16,0.033149450618745614,0.003928643945661638,-0.0314474561084908,163356.0,0.8878318219820439
Response To UV-B (GO:0010224),16,0.033166702457044575,0.002903709855808085,-0.0314474561084908,163355.0,0.8878318219820439
Cellular Response To Gamma Radiation (GO:0071480),16,0.033166702457044575,0.002903709855808085,-0.0314474561084908,163355.0,0.8878318219820439
Regulation Of RNA Metabolic Process (GO:0051252),90,0.0334299204141514,0.02762769000701543,-0.0314474561084908,889876.0,0.8878318219820439
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),16,0.033652764668738226,-0.022273473812078393,-0.0314474561084908,163327.0,0.8878318219820439
Positive Regulation Of Lymphocyte Migration (GO:2000403),16,0.03423313396232867,-0.029655256566071507,-0.0314474561084908,163294.0,0.8878318219820439
Positive Regulation Of Positive Chemotaxis (GO:0050927),16,0.03437506170786452,-0.030617118849551404,-0.0314474561084908,163286.0,0.8878318219820439
Heart Process (GO:0003015),16,0.034893608620703315,-0.031331795513002664,-0.0314474561084908,163257.0,0.8878318219820439
Positive Regulation Of Collagen Metabolic Process (GO:0010714),16,0.03545500046221691,-0.03143570143277853,-0.0314474561084908,163226.0,0.8878318219820439
Regulation Of Fibrinolysis (GO:0051917),16,0.03545500046221691,-0.03143570143277853,-0.0314474561084908,163226.0,0.8878318219820439
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",50,0.037586515751453005,-0.03021450100582297,-0.0314474561084908,498515.0,0.8878318219820439
Positive Regulation Of Establishment Of Protein Localization (GO:1904951),17,0.03861354092020196,0.9141345916274516,-0.0314474561084908,173001.0,0.8878318219820439
Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),17,0.03861354092020196,0.9141345916274516,-0.0314474561084908,173001.0,0.8878318219820439
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),17,0.039185825710428154,0.10588808623311385,-0.0314474561084908,172971.0,0.8878318219820439
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),17,0.03920502012723742,0.09477371179956946,-0.0314474561084908,172970.0,0.8878318219820439
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),51,0.039502346976029806,0.2837929344604454,-0.0314474561084908,508149.0,0.8878318219820439
Negative Regulation Of Leukocyte Activation (GO:0002695),17,0.03953249758019227,0.019849162563741286,-0.0314474561084908,172953.0,0.8878318219820439
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),17,0.03955183004027902,0.014418401230208306,-0.0314474561084908,172952.0,0.8878318219820439
Facultative Heterochromatin Formation (GO:0140718),17,0.03955183004027902,0.014418401230208306,-0.0314474561084908,172952.0,0.8878318219820439
Embryonic Digit Morphogenesis (GO:0042733),17,0.039687372659968356,0.0008830530343787381,-0.0314474561084908,172945.0,0.8878318219820439
Regulation Of Macroautophagy (GO:0016241),94,0.03980497515034963,0.13540303220560845,-0.0314474561084908,927993.0,0.8878318219820439
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),17,0.03986219646864724,-0.012653201395276033,-0.0314474561084908,172936.0,0.8878318219820439
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),51,0.04004109679655223,0.0654311889631572,-0.0314474561084908,508101.0,0.8878318219820439
Embryonic Heart Tube Development (GO:0035050),17,0.04041009940671396,-0.024140015469945163,-0.0314474561084908,172908.0,0.8878318219820439
Rac Protein Signal Transduction (GO:0016601),17,0.04104374526565763,-0.03066596221772431,-0.0314474561084908,172876.0,0.8878318219820439
Negative Regulation Of Innate Immune Response (GO:0045824),52,0.041500062680673196,0.026587204888912468,-0.0314474561084908,517777.0,0.8878318219820439
Renal Absorption (GO:0070293),17,0.04249892616610251,-0.03144511372921017,-0.0314474561084908,172804.0,0.8878318219820439
Recombinational Repair (GO:0000725),95,0.04258629401946546,0.13945232696137205,-0.0314474561084908,937392.0,0.8878318219820439
Regulation Of Protein Localization To Nucleus (GO:1900180),52,0.04285229998366324,0.11129545155589907,-0.0314474561084908,517661.0,0.8878318219820439
Negative Regulation Of Metabolic Process (GO:0009892),52,0.0429468552749051,-0.019779689834798733,-0.0314474561084908,517653.0,0.8878318219820439
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),52,0.04326722466637254,-0.030261922355925577,-0.0314474561084908,517626.0,0.8878318219820439
Actin Cytoskeleton Reorganization (GO:0031532),53,0.04487906774781385,0.029866910178817208,-0.0314474561084908,527291.0,0.8878318219820439
Pore Complex Assembly (GO:0046931),18,0.045843481665488385,0.2142514733554728,-0.0314474561084908,182570.0,0.8878318219820439
Autophagy Of Nucleus (GO:0044804),18,0.0459070401046521,0.18974909468067674,-0.0314474561084908,182567.0,0.8878318219820439
Glycerolipid Catabolic Process (GO:0046503),18,0.04597066932948131,0.1420268113322718,-0.0314474561084908,182564.0,0.8878318219820439
Melanosome Assembly (GO:1903232),18,0.04601312816328912,0.13654214010574156,-0.0314474561084908,182562.0,0.8878318219820439
Eye Morphogenesis (GO:0048592),18,0.04611941308518795,0.07991916265310738,-0.0314474561084908,182557.0,0.8878318219820439
Energy Reserve Metabolic Process (GO:0006112),18,0.04708487521778682,-0.02104374899525969,-0.0314474561084908,182512.0,0.8878318219820439
3'-UTR-mediated mRNA Stabilization (GO:0070935),18,0.04710651258191001,-0.02144467888561037,-0.0314474561084908,182511.0,0.8878318219820439
Cardiac Muscle Cell Contraction (GO:0086003),18,0.04721481900368062,-0.023292805178346438,-0.0314474561084908,182506.0,0.8878318219820439
Mitochondrial Translation (GO:0032543),98,0.047225358524349094,0.06840655751414455,-0.0314474561084908,966041.0,0.8878318219820439
Regulation Of DNA Damage Checkpoint (GO:2000001),18,0.047388524353836746,-0.024545407685890305,-0.0314474561084908,182498.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),54,0.04915056553893898,-0.028900939682596237,-0.0314474561084908,536745.0,0.8878318219820439
Regulation Of Collagen Biosynthetic Process (GO:0032965),18,0.049445650346522166,-0.03143700750785767,-0.0314474561084908,182405.0,0.8878318219820439
Regulation Of Nervous System Process (GO:0031644),18,0.04962588677747791,-0.031444219485755806,-0.0314474561084908,182397.0,0.8878318219820439
Neuron Migration (GO:0001764),55,0.05019740278449144,0.056310718001818014,-0.0314474561084908,546455.0,0.8878318219820439
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",55,0.05124912769320827,0.04933550877817657,-0.0314474561084908,546375.0,0.8878318219820439
Regulation Of Granulocyte Chemotaxis (GO:0071622),19,0.05262884326441061,0.7551356507315167,-0.0314474561084908,192176.0,0.8878318219820439
Xenobiotic Catabolic Process (GO:0042178),19,0.052928677625127964,0.22858532409375412,-0.0314474561084908,192163.0,0.8878318219820439
Protein Insertion Into Membrane (GO:0051205),19,0.053206648848446274,0.13029597302534834,-0.0314474561084908,192151.0,0.8878318219820439
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),19,0.053439174497800904,0.054969178807163226,-0.0314474561084908,192141.0,0.8878318219820439
Positive Regulation Of Histone Methylation (GO:0031062),19,0.053719267392064333,0.009590416247187346,-0.0314474561084908,192129.0,0.8878318219820439
Cellular Response To Catecholamine Stimulus (GO:0071870),19,0.05374266085288866,0.008799643015032365,-0.0314474561084908,192128.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Migration (GO:0014910),19,0.05475623403096161,-0.02490921974768681,-0.0314474561084908,192085.0,0.8878318219820439
rRNA Methylation (GO:0031167),19,0.05489885644236229,-0.026555339536450482,-0.0314474561084908,192079.0,0.8878318219820439
Muscle Organ Development (GO:0007517),56,0.05490068947809149,0.04756024567506556,-0.0314474561084908,555892.0,0.8878318219820439
Nucleotide-Excision Repair (GO:0006289),56,0.05549982280341373,-0.02569982329368047,-0.0314474561084908,555849.0,0.8878318219820439
Negative Regulation Of Cell Differentiation (GO:0045596),206,0.05608681522094494,-0.0043380570084086,-0.0314474561084908,2006638.0,0.8878318219820439
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),19,0.056171473277086305,-0.0313229767661367,-0.0314474561084908,192026.0,0.8878318219820439
RNA Catabolic Process (GO:0006401),57,0.05737738872180731,0.008697805584021093,-0.0314474561084908,565498.0,0.8878318219820439
Mitochondrial Gene Expression (GO:0140053),103,0.05746725509234838,0.06355927529945353,-0.0314474561084908,1013571.0,0.8878318219820439
Histone H2A Acetylation (GO:0043968),20,0.060072669332558254,0.7642331415918892,-0.0314474561084908,201764.0,0.8878318219820439
Mitochondrial Calcium Ion Homeostasis (GO:0051560),20,0.06072269621913936,0.12220880156865636,-0.0314474561084908,201738.0,0.8878318219820439
Microglial Cell Activation (GO:0001774),20,0.06125172320148207,0.012154669762906472,-0.0314474561084908,201717.0,0.8878318219820439
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),20,0.06145420200345022,-0.003966523337051692,-0.0314474561084908,201709.0,0.8878318219820439
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,0.06201371481272573,-0.022084119706582802,-0.0314474561084908,201687.0,0.8878318219820439
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,0.06201371481272573,-0.022084119706582802,-0.0314474561084908,201687.0,0.8878318219820439
Peptide Catabolic Process (GO:0043171),20,0.06260290191098013,-0.02726322818189079,-0.0314474561084908,201664.0,0.8878318219820439
Negative Regulation Of Translation (GO:0017148),106,0.06351529086737977,0.19144700871256537,-0.0314474561084908,1042126.0,0.8878318219820439
Positive Regulation Of Protein Binding (GO:0032092),59,0.06358604901448886,0.02386245405046043,-0.0314474561084908,584629.0,0.8878318219820439
Hepaticobiliary System Development (GO:0061008),20,0.06369005753704922,-0.031237909160070288,-0.0314474561084908,201622.0,0.8878318219820439
Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),20,0.06479184489727546,-0.03143805236792098,-0.0314474561084908,201580.0,0.8878318219820439
Mitotic Cytokinesis (GO:0000281),59,0.06525612108971367,-0.028197346130820505,-0.0314474561084908,584520.0,0.8878318219820439
Positive Regulation Of Organelle Assembly (GO:1902117),60,0.06725994156753135,0.03843765153351929,-0.0314474561084908,594162.0,0.8878318219820439
Positive Regulation Of DNA Metabolic Process (GO:0051054),107,0.06833927472120437,-0.02141117813382432,-0.0314474561084908,1051408.0,0.8878318219820439
Regulation Of Histone Deacetylation (GO:0031063),21,0.06908816702584042,0.005682047451408474,-0.0314474561084908,211302.0,0.8878318219820439
Extracellular Structure Organization (GO:0043062),107,0.06925021259626234,-0.012670109765674403,-0.0314474561084908,1051332.0,0.8878318219820439
Positive Regulation Of Interferon-Alpha Production (GO:0032727),21,0.06925082241257838,-0.004494237019612751,-0.0314474561084908,211296.0,0.8878318219820439
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),21,0.0698770688430215,-0.022529992868578416,-0.0314474561084908,211273.0,0.8878318219820439
External Encapsulating Structure Organization (GO:0045229),108,0.0716242041294281,-0.012843974083663444,-0.0314474561084908,1060831.0,0.8878318219820439
Regulation Of Cardiac Conduction (GO:1903779),21,0.07228538999392749,-0.03140818471068544,-0.0314474561084908,211186.0,0.8878318219820439
Positive Regulation Of Blood Coagulation (GO:0030194),21,0.07284791601091904,-0.03143850016509096,-0.0314474561084908,211166.0,0.8878318219820439
Protein Autophosphorylation (GO:0046777),162,0.07369245861772178,-0.02456283278143406,-0.0314474561084908,1582167.0,0.8878318219820439
Brain Development (GO:0007420),164,0.07623008347519576,0.19754220794025917,-0.0314474561084908,1601168.0,0.8878318219820439
Axon Extension (GO:0048675),22,0.0764226563085639,0.11068746212140929,-0.0314474561084908,220911.0,0.8878318219820439
Positive Regulation Of Macroautophagy (GO:0016239),63,0.07695199255264344,0.14091678274839328,-0.0314474561084908,622861.0,0.8878318219820439
Regulation Of Histone Acetylation (GO:0035065),22,0.07711112221053082,0.003994342744140325,-0.0314474561084908,220887.0,0.8878318219820439
Response To Gamma Radiation (GO:0010332),22,0.07731280991545383,-0.006464789952637065,-0.0314474561084908,220880.0,0.8878318219820439
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),111,0.0773185807377647,0.11481812399634675,-0.0314474561084908,1089448.0,0.8878318219820439
Negative Regulation Of Neuron Differentiation (GO:0045665),22,0.07806544505484597,-0.02409702785286211,-0.0314474561084908,220854.0,0.8878318219820439
Fc-epsilon Receptor Signaling Pathway (GO:0038095),22,0.07841468423908357,-0.025870491918967096,-0.0314474561084908,220842.0,0.8878318219820439
Cellular Response To Interleukin-6 (GO:0071354),22,0.07841468423908357,-0.025870491918967096,-0.0314474561084908,220842.0,0.8878318219820439
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),22,0.07932236717841601,-0.030843574465625776,-0.0314474561084908,220811.0,0.8878318219820439
Telomere Organization (GO:0032200),63,0.08011118207517526,-0.02633844916199272,-0.0314474561084908,622678.0,0.8878318219820439
Calcium Ion Transport (GO:0006816),112,0.08049442020843511,0.01150968795382583,-0.0314474561084908,1098890.0,0.8878318219820439
Glucose Transmembrane Transport (GO:1904659),22,0.0814611944787782,-0.03144564608813758,-0.0314474561084908,220739.0,0.8878318219820439
Positive Regulation Of Type I Interferon Production (GO:0032481),64,0.08233311083918299,-0.01929767259002159,-0.0314474561084908,632308.0,0.8878318219820439
Heart Development (GO:0007507),166,0.08290337858466684,-0.02969585623823867,-0.0314474561084908,1619788.0,0.8878318219820439
Protein Localization To Cell Junction (GO:1902414),23,0.08388937694965864,0.6183385886723849,-0.0314474561084908,230518.0,0.8878318219820439
Protein N-linked Glycosylation Via Asparagine (GO:0018279),23,0.08431019760920466,0.17657572002767777,-0.0314474561084908,230504.0,0.8878318219820439
Positive Regulation Of Lamellipodium Assembly (GO:0010592),23,0.08458156051075355,0.10450768306793536,-0.0314474561084908,230495.0,0.8878318219820439
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",23,0.08461175233945956,0.10431501406254076,-0.0314474561084908,230494.0,0.8878318219820439
