Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),37,0.012444583329680988,0.3981257950222288,-0.050796008001705,379811.0,0.4631771631060719
Microglial Cell Activation (GO:0001774),20,0.013428705255754066,0.5284779217980822,-0.050796008001705,209297.0,0.4930512456741054
Sensory Perception Of Pain (GO:0019233),20,0.013680045703197318,0.16512298842703288,-0.050796008001705,209248.0,0.4935153475780131
Positive Regulation Of Epithelial Cell Differentiation (GO:0030858),20,0.013804625107077289,0.2739844889775879,-0.050796008001705,209224.0,0.4935153475780131
Peptide Catabolic Process (GO:0043171),20,0.014339678198174593,0.22185193120251748,-0.050796008001705,209123.0,0.5057864509970535
Intracellular Monoatomic Ion Homeostasis (GO:0006873),20,0.014693384951828165,0.017583428412974417,-0.050796008001705,209058.0,0.5057864509970535
Regulation Of Bone Mineralization (GO:0030500),58,0.014706341416550325,-0.010308969689166983,-0.050796008001705,587495.0,0.5057864509970535
Positive Regulation Of Myoblast Differentiation (GO:0045663),38,0.015147639331134718,0.13805212247860044,-0.050796008001705,389059.0,0.506462180193281
Proton Motive Force-Driven ATP Synthesis (GO:0015986),59,0.01515810292640375,0.1551368487364724,-0.050796008001705,597238.0,0.506462180193281
Selective Autophagy (GO:0061912),58,0.015285203818862366,-0.015609302399456678,-0.050796008001705,587319.0,0.506462180193281
Long-Term Synaptic Potentiation (GO:0060291),20,0.01613652309443029,-0.04192052238693069,-0.050796008001705,208806.0,0.5282281114164711
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.01749041027369103,0.06418620184045472,-0.050796008001705,218644.0,0.5657314846859348
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),39,0.017919084776941534,0.03423383583317693,-0.050796008001705,398373.0,0.5690753229447618
Internal Peptidyl-Lysine Acetylation (GO:0018393),39,0.018012689647865114,0.02715563999004935,-0.050796008001705,398353.0,0.5690753229447618
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),40,0.01822313332933752,0.38505038391953356,-0.050796008001705,408246.0,0.5691063592621844
Regulation Of Cardiac Conduction (GO:1903779),21,0.018907871612349976,-0.014113043499001792,-0.050796008001705,218424.0,0.5826822135164589
Determination Of Heart Left/Right Asymmetry (GO:0061371),40,0.019086756350005462,0.0344176141897201,-0.050796008001705,408065.0,0.5826822135164589
Stem Cell Differentiation (GO:0048863),40,0.019504186126478983,0.007903783438718587,-0.050796008001705,407980.0,0.5888097078404821
Skeletal Muscle Tissue Development (GO:0007519),41,0.0209539243513121,0.10970945300538343,-0.050796008001705,417623.0,0.6230517277497215
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.02117498434416378,0.0929037740401589,-0.050796008001705,228135.0,0.6230517277497215
Anterograde Trans-Synaptic Signaling (GO:0098916),188,0.021326393331146155,-0.03542922325865091,-0.050796008001705,1852683.0,0.6230517277497215
Cellular Response To Interleukin-6 (GO:0071354),22,0.021916226466753064,0.6973208154641787,-0.050796008001705,228033.0,0.6334722054273199
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.022332418834013316,0.0017506142832291322,-0.050796008001705,227977.0,0.6387071786527808
Calcium Ion Transport (GO:0006816),112,0.02333734729584745,0.1282511930030952,-0.050796008001705,1114814.0,0.6604955479460157
"Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)",22,0.02422445101775318,-0.04272738471554654,-0.050796008001705,227733.0,0.6785343651055193
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.02493792701247297,0.23373057828988236,-0.050796008001705,237661.0,0.6859834974022829
Regulation Of Translational Initiation (GO:0006446),64,0.025427842529586034,0.05877778780793194,-0.050796008001705,644023.0,0.6859834974022829
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),23,0.025522409130777374,0.5434849798655306,-0.050796008001705,237589.0,0.6859834974022829
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.025700073453574997,-0.021966967331062764,-0.050796008001705,426700.0,0.6859834974022829
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),23,0.02575278495952626,0.0497748819668997,-0.050796008001705,237561.0,0.6859834974022829
Stress Granule Assembly (GO:0034063),23,0.02842167564443128,-0.035187281184915264,-0.050796008001705,237251.0,0.7497251720963086
Zymogen Activation (GO:0031638),44,0.030615540371549677,0.12278287000539545,-0.050796008001705,445749.0,0.792951228992726
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),24,0.030644048231224227,0.10378472515196008,-0.050796008001705,247005.0,0.792951228992726
Cell Morphogenesis Involved In Differentiation (GO:0000904),24,0.03126595231218336,0.01720185308877906,-0.050796008001705,246939.0,0.8014112493603981
Positive Regulation Of Chemotaxis (GO:0050921),44,0.0320859617557518,-0.03315599994787965,-0.050796008001705,445540.0,0.8147435335549311
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),68,0.033578380568197036,0.1698337295341343,-0.050796008001705,681866.0,0.8396910984527507
Amyloid Fibril Formation (GO:1990000),24,0.033970582753181974,-0.0353349084599771,-0.050796008001705,246664.0,0.8396910984527507
Neuropeptide Signaling Pathway (GO:0007218),67,0.03399559103047574,-0.00564020011087375,-0.050796008001705,671971.0,0.8396910984527507
Muscle Contraction (GO:0006936),94,0.03552833645690837,0.2097897163962834,-0.050796008001705,936253.0,0.8688477925419786
Regulation Of Endothelial Cell Proliferation (GO:0001936),93,0.03667801750761763,-0.021311391808327553,-0.050796008001705,926269.0,0.8688477925419786
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),45,0.036887984768833204,-0.0441609039328493,-0.050796008001705,454792.0,0.8688477925419786
Regulation Of Keratinocyte Proliferation (GO:0010837),25,0.03690130198137173,-0.010874749971358426,-0.050796008001705,256360.0,0.8688477925419786
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.03690130198137173,-0.004554980390962965,-0.050796008001705,256360.0,0.8688477925419786
Chemical Synaptic Transmission (GO:0007268),262,0.03709471620716582,-0.01266712306397019,-0.050796008001705,2557339.0,0.8688477925419786
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),25,0.03767602045494922,-0.023584142971802134,-0.050796008001705,256288.0,0.8744551609274237
Regulation Of Nervous System Development (GO:0051960),46,0.038167704294283046,-0.02104617619056864,-0.050796008001705,464512.0,0.8744551609274237
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.03830542407153472,-0.021971629316352596,-0.050796008001705,464495.0,0.8744551609274237
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.03889634594955579,-0.0404662498219867,-0.050796008001705,256177.0,0.8744551609274237
Cell-Cell Junction Assembly (GO:0007043),70,0.03894334724778,0.035765281723517874,-0.050796008001705,700658.0,0.8744551609274237
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),46,0.04061558420819453,-0.042214707216474925,-0.050796008001705,464217.0,0.8760508381131504
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.04064556009941658,0.08599018027901886,-0.050796008001705,265984.0,0.8760508381131504
Modulation Of Chemical Synaptic Transmission (GO:0050804),122,0.04068082972898078,-0.01898214500763998,-0.050796008001705,1208177.0,0.8760508381131504
Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016),26,0.040815631125063756,0.4749140966500801,-0.050796008001705,265969.0,0.8760508381131504
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.04090869349875165,-0.0472776808159247,-0.050796008001705,256000.0,0.8760508381131504
Protein Localization To Cell Surface (GO:0034394),26,0.04097488456099113,0.1064231958129129,-0.050796008001705,265955.0,0.8760508381131504
Cellular Response To Xenobiotic Stimulus (GO:0071466),26,0.04140968561491618,0.02465253583898725,-0.050796008001705,265917.0,0.8760508381131504
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.04159387490489378,0.010456513764265771,-0.050796008001705,265901.0,0.8760508381131504
Cardiac Muscle Cell Development (GO:0055013),26,0.04215042805849516,0.7920638978784859,-0.050796008001705,265853.0,0.8809439464225488
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),123,0.042506726635222564,-0.014854237631367216,-0.050796008001705,1217555.0,0.8816089791442726
Regulation Of Vasoconstriction (GO:0019229),26,0.042901857256102495,-0.015891932886999877,-0.050796008001705,265789.0,0.883063228521443
Negative Regulation Of Cell Adhesion (GO:0007162),72,0.044942970803529325,0.07395115840805747,-0.050796008001705,719423.0,0.9146835199485701
Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),27,0.045111369772951194,0.3359660310206227,-0.050796008001705,275554.0,0.9146835199485701
Vacuolar Acidification (GO:0007035),27,0.04577993675870698,0.1915784914318694,-0.050796008001705,275499.0,0.9213636160993101
Second-Messenger-Mediated Signaling (GO:0019932),72,0.04620525988315125,-0.024592770983254266,-0.050796008001705,719254.0,0.923085963989132
Dicarboxylic Acid Metabolic Process (GO:0043648),49,0.04675489614545383,0.056563865888370105,-0.050796008001705,493122.0,0.924608109695142
Cellular Response To Reactive Oxygen Species (GO:0034614),73,0.04696206077951034,0.1150523296671946,-0.050796008001705,728956.0,0.924608109695142
Positive Regulation Of Response To Wounding (GO:1903036),27,0.0484957861533028,0.011705371217938325,-0.050796008001705,275282.0,0.9364414274734453
Positive Regulation Of Mitotic Cell Cycle (GO:0045931),27,0.04862398109428684,0.18341320652800086,-0.050796008001705,275272.0,0.9364414274734453
"Synaptic Transmission, Glutamatergic (GO:0035249)",27,0.04879103937334334,-0.005787661030157278,-0.050796008001705,275259.0,0.9364414274734453
Cardiac Muscle Cell Differentiation (GO:0055007),27,0.04950290614947712,-0.00045514264578110135,-0.050796008001705,275204.0,0.9364414274734453
Microtubule Polymerization Or Depolymerization (GO:0031109),27,0.04996021199420437,0.026351017859852277,-0.050796008001705,275169.0,0.9364414274734453
Blood Circulation (GO:0008015),50,0.050268960543954765,1.1413323842989394,-0.050796008001705,502605.0,0.9364414274734453
Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),49,0.050873960128568596,-0.027343234595528766,-0.050796008001705,492691.0,0.9364414274734453
Positive Regulation Of Cell Death (GO:0010942),50,0.05137345365668636,0.17376510825468594,-0.050796008001705,502492.0,0.9364414274734453
Phospholipid Catabolic Process (GO:0009395),28,0.05222061484259979,0.13544155602173916,-0.050796008001705,284932.0,0.9364414274734453
Negative Regulation Of Cation Channel Activity (GO:2001258),28,0.05347293329208818,0.08170176327286505,-0.050796008001705,284839.0,0.9364414274734453
Protein Localization To Golgi Apparatus (GO:0034067),28,0.053500123982162494,0.03225094189758857,-0.050796008001705,284837.0,0.9364414274734453
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),28,0.053649868650201764,0.03946373832387022,-0.050796008001705,284826.0,0.9364414274734453
Regulation Of Striated Muscle Contraction (GO:0006942),28,0.05412853860282853,0.7326494589280642,-0.050796008001705,284791.0,0.9364414274734453
Cell-Substrate Junction Assembly (GO:0007044),28,0.05456913167411431,-0.008645190001830274,-0.050796008001705,284759.0,0.9364414274734453
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),51,0.05499066428245305,0.08921823393586457,-0.050796008001705,511980.0,0.9364414274734453
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),28,0.05592202351638766,-0.026499699939291733,-0.050796008001705,284662.0,0.9364414274734453
Protein Depolymerization (GO:0051261),28,0.056430808638757365,0.02359576693622523,-0.050796008001705,284626.0,0.9364414274734453
Cardiac Muscle Cell Action Potential (GO:0086001),29,0.05831968614365313,0.4404090606527935,-0.050796008001705,294414.0,0.9364414274734453
Cellular Response To Organonitrogen Compound (GO:0071417),104,0.06081676522691627,0.08180726933066998,-0.050796008001705,1029927.0,0.9364414274734453
Chondrocyte Differentiation (GO:0002062),29,0.06119121218008958,0.0039720163139199864,-0.050796008001705,294217.0,0.9364414274734453
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),77,0.06223172197605129,-0.015298598694936442,-0.050796008001705,766303.0,0.9364414274734453
Cellular Response To UV (GO:0034644),78,0.06348901694647333,0.009477292897425072,-0.050796008001705,775947.0,0.9364414274734453
mRNA Stabilization (GO:0048255),52,0.06510291487722901,-0.04188516778449562,-0.050796008001705,520896.0,0.9364414274734453
Positive Regulation Of Lipid Kinase Activity (GO:0090218),30,0.06672487107638012,0.07789089143661229,-0.050796008001705,303762.0,0.9364414274734453
Brain Development (GO:0007420),164,0.06689953142533493,0.042143406576050396,-0.050796008001705,1610556.0,0.9364414274734453
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),53,0.06788094677427349,-0.017589307539334693,-0.050796008001705,530490.0,0.9364414274734453
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),54,0.06941963152132681,0.04187109351373224,-0.050796008001705,540187.0,0.9364414274734453
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),30,0.06972780363117344,-0.028119453810119287,-0.050796008001705,303573.0,0.9364414274734453
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),30,0.06993811790245816,0.0014464476904963931,-0.050796008001705,303560.0,0.9364414274734453
Regulation Of Myoblast Differentiation (GO:0045661),54,0.07077490969029937,0.08209712085480622,-0.050796008001705,540075.0,0.9364414274734453
Heart Development (GO:0007507),166,0.07086946179121034,0.10847399204150475,-0.050796008001705,1629271.0,0.9364414274734453
Extracellular Structure Organization (GO:0043062),107,0.07172862438263905,0.03548416962678888,-0.050796008001705,1057802.0,0.9364414274734453
Eye Development (GO:0001654),55,0.07256253697248628,0.1360915442376088,-0.050796008001705,549750.0,0.9364414274734453
Positive Regulation Of DNA Metabolic Process (GO:0051054),107,0.0737745935682915,-0.0404273138175989,-0.050796008001705,1057571.0,0.9364414274734453
External Encapsulating Structure Organization (GO:0045229),108,0.07480785661593034,0.03468527909319172,-0.050796008001705,1067179.0,0.9364414274734453
Positive Regulation Of Leukocyte Migration (GO:0002687),31,0.07496831091345856,0.06781217940691596,-0.050796008001705,313150.0,0.9364414274734453
Positive Regulation Of Translation (GO:0045727),108,0.0753316204069474,-0.03513499037736344,-0.050796008001705,1067121.0,0.9364414274734453
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),31,0.07625378006563628,-0.01693706428421328,-0.050796008001705,313074.0,0.9364414274734453
Modulation Of Excitatory Postsynaptic Potential (GO:0098815),31,0.07719446720171301,-0.030211035175871474,-0.050796008001705,313019.0,0.9364414274734453
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),83,0.07964884464440469,0.15976400539351948,-0.050796008001705,823181.0,0.9364414274734453
Presynaptic Endocytosis (GO:0140238),31,0.08024624777747669,-0.03485752978127269,-0.050796008001705,312844.0,0.9364414274734453
Muscle Organ Development (GO:0007517),56,0.08035398455006221,-0.00834469238400083,-0.050796008001705,558954.0,0.9364414274734453
Regulation Of Cell Morphogenesis (GO:0022604),31,0.08145637623247265,-0.048264095399971695,-0.050796008001705,312776.0,0.9364414274734453
Small GTPase Mediated Signal Transduction (GO:0007264),111,0.08194275923764233,0.030776497174245226,-0.050796008001705,1095563.0,0.9364414274734453
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.0821205841046519,-0.047958647368011184,-0.050796008001705,312739.0,0.9364414274734453
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),32,0.08467759276779246,0.3649090850714885,-0.050796008001705,322478.0,0.9364414274734453
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),32,0.08582599092109067,-0.022386926698979986,-0.050796008001705,322415.0,0.9364414274734453
Positive Regulation Of Endothelial Cell Migration (GO:0010595),83,0.086447196226895,-0.02687058904419999,-0.050796008001705,822569.0,0.9364414274734453
Generation Of Neurons (GO:0048699),172,0.08644768883967624,-0.025761146427686406,-0.050796008001705,1685017.0,0.9364414274734453
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.08646852329931654,0.15445318971621186,-0.050796008001705,332254.0,0.9364414274734453
Epithelial Tube Morphogenesis (GO:0060562),33,0.08712349146233772,0.14843419305263644,-0.050796008001705,332218.0,0.9364414274734453
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.08763727113290709,-0.029553556981231778,-0.050796008001705,568225.0,0.9364414274734453
Cardiac Muscle Contraction (GO:0060048),33,0.08813128088162386,0.6230143150437918,-0.050796008001705,332163.0,0.9364414274734453
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720),33,0.08974312761913361,0.011678722980865317,-0.050796008001705,332076.0,0.9364414274734453
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.09075076416930328,0.1168608596564071,-0.050796008001705,577806.0,0.9364414274734453
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),33,0.09124453334433674,-0.022266462046722512,-0.050796008001705,331996.0,0.9364414274734453
Actin Filament Bundle Organization (GO:0061572),33,0.09175543837253403,-0.024822950497122125,-0.050796008001705,331969.0,0.9364414274734453
Actin Filament Bundle Assembly (GO:0051017),33,0.09175543837253403,-0.024822950497122125,-0.050796008001705,331969.0,0.9364414274734453
Protein K63-linked Deubiquitination (GO:0070536),33,0.09245900519920058,-0.030180958736627076,-0.050796008001705,331932.0,0.9364414274734453
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.09347375978465994,-0.0353264326551022,-0.050796008001705,331879.0,0.9364414274734453
Regulation Of Cell Death (GO:0010941),59,0.093614352626741,0.15670608335034517,-0.050796008001705,587404.0,0.9364414274734453
mRNA Metabolic Process (GO:0016071),85,0.09379461156308783,-0.03828935648078412,-0.050796008001705,841447.0,0.9364414274734453
Memory (GO:0007613),58,0.09389924855319692,-0.01965070858488824,-0.050796008001705,577587.0,0.9364414274734453
