Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Regulation Of Endothelial Cell Proliferation (GO:0001936),91,0.011057985120058353,-0.043712330541381614,-0.050796008001705,894135.5,0.9106356733872698
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924),31,0.01107500133998383,-0.03591320867620559,-0.050796008001705,311718.5,0.9106356733872698
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),92,0.0115589853300896,-0.04142111041320725,-0.050796008001705,903586.0,0.9106356733872698
Regulation Of Cell Morphogenesis (GO:0022604),31,0.01175224065300685,-0.048264095399971695,-0.050796008001705,311571.5,0.9106356733872698
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.011928260838620067,-0.047958647368011184,-0.050796008001705,311534.5,0.9106356733872698
DNA Damage Checkpoint Signaling (GO:0000077),33,0.014739751008866339,-0.041168050599004795,-0.050796008001705,330567.5,0.9106356733872698
Regulation Of Translational Initiation (GO:0006446),63,0.015448821707659462,-0.0392180735870978,-0.050796008001705,622263.0,0.9106356733872698
Positive Regulation Of Reproductive Process (GO:2000243),33,0.015713534511799087,-0.04778609968693456,-0.050796008001705,330397.5,0.9106356733872698
Action Potential (GO:0001508),34,0.016226615641747266,-0.0314555986103609,-0.050796008001705,340085.0,0.9106356733872698
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),34,0.01692471904498776,-0.03840905673317429,-0.050796008001705,339970.0,0.9106356733872698
Regulation Of Postsynaptic Membrane Potential (GO:0060078),34,0.017783296511819452,-0.04644671834833301,-0.050796008001705,339834.0,0.9106356733872698
Regulation Of Cell-Matrix Adhesion (GO:0001952),65,0.019118251543467524,-0.04708627500210603,-0.050796008001705,640824.0,0.9106356733872698
Glutamate Receptor Signaling Pathway (GO:0007215),35,0.019223237982787817,-0.043460651056898926,-0.050796008001705,349380.5,0.9106356733872698
Regulation Of Endocytosis (GO:0030100),66,0.020164251016473907,-0.04140674094702631,-0.050796008001705,650291.5,0.9106356733872698
Neuropeptide Signaling Pathway (GO:0007218),66,0.020981934989308212,-0.04857742065126817,-0.050796008001705,650135.5,0.9106356733872698
Positive Regulation Of Bone Mineralization (GO:0030501),36,0.021455612896473703,-0.04154440974821099,-0.050796008001705,358821.0,0.9106356733872698
Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799),36,0.021721556560804677,-0.03927790553093816,-0.050796008001705,358785.0,0.9106356733872698
Anterograde Trans-Synaptic Signaling (GO:0098916),185,0.0249364221265648,-0.0480431005754367,-0.050796008001705,1788371.5,0.9106356733872698
Positive Regulation Of DNA Metabolic Process (GO:0051054),106,0.026047356956921983,-0.0451564466695695,-0.050796008001705,1034397.0,0.9106356733872698
Second-Messenger-Mediated Signaling (GO:0019932),70,0.026077011617360472,-0.04404606134604368,-0.050796008001705,687907.5,0.9106356733872698
Positive Regulation Of Translation (GO:0045727),107,0.02670704593605461,-0.043327499876367984,-0.050796008001705,1043861.5,0.9106356733872698
Internal Peptidyl-Lysine Acetylation (GO:0018393),38,0.02755185846842365,-0.0410311030279821,-0.050796008001705,377553.0,0.9106356733872698
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),38,0.028211364278900784,-0.04592804134507537,-0.050796008001705,377479.0,0.9106356733872698
Heart Contraction (GO:0060047),39,0.029146087915581743,-0.0369643850120432,-0.050796008001705,387107.5,0.9106356733872698
Positive Regulation Of Ossification (GO:0045778),39,0.029651758759160547,-0.04225607115232591,-0.050796008001705,387052.5,0.9106356733872698
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),39,0.029661019741180156,-0.04237754680520016,-0.050796008001705,387051.5,0.9106356733872698
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),71,0.030229827010380402,-0.05027813379975666,-0.050796008001705,696931.0,0.9106356733872698
Membrane Repolarization During Action Potential (GO:0086011),13,0.031244328528170058,-0.028771952340386174,-0.050796008001705,132444.0,0.9106356733872698
Nucleic Acid-Templated Transcription (GO:0097659),40,0.0318803849796301,-0.03523687361552994,-0.050796008001705,396543.0,0.9106356733872698
Protein Localization To Cilium (GO:0061512),39,0.0323700673662964,-0.050318672270348155,-0.050796008001705,386769.5,0.9106356733872698
Regulation Of Dendrite Development (GO:0050773),41,0.035746480698403624,-0.04192156565773628,-0.050796008001705,405879.5,0.9106356733872698
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),75,0.03575930756320532,-0.04231806320801828,-0.050796008001705,734758.0,0.9106356733872698
Positive Regulation Of Biomineral Tissue Development (GO:0070169),41,0.035862542938669036,-0.042672653437661495,-0.050796008001705,405868.5,0.9106356733872698
DNA Integrity Checkpoint Signaling (GO:0031570),41,0.03600010525603189,-0.043046676433678016,-0.050796008001705,405855.5,0.9106356733872698
Regulation Of DNA Replication (GO:0006275),75,0.03665761331132914,-0.045073959309014575,-0.050796008001705,734644.0,0.9106356733872698
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891),14,0.038583596815207434,-0.02359453553566961,-0.050796008001705,141901.5,0.9106356733872698
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),14,0.038641171875757656,-0.024545806992791335,-0.050796008001705,141898.5,0.9106356733872698
Reticulophagy (GO:0061709),14,0.03931806705688448,-0.03432005035102685,-0.050796008001705,141863.5,0.9106356733872698
Heart Process (GO:0003015),14,0.0396699236243055,-0.0385152592537037,-0.050796008001705,141845.5,0.9106356733872698
Negative Regulation Of Immune Effector Process (GO:0002698),14,0.040580755190181964,-0.04584818218952711,-0.050796008001705,141799.5,0.9106356733872698
Zymogen Activation (GO:0031638),43,0.04203417095193244,-0.03851592718517269,-0.050796008001705,424731.5,0.9106356733872698
mRNA Catabolic Process (GO:0006402),43,0.04277916614417845,-0.04189213485982767,-0.050796008001705,424668.5,0.9106356733872698
Cellular Response To Zinc Ion (GO:0071294),14,0.04280688814169009,-0.05058632778868255,-0.050796008001705,141690.5,0.9106356733872698
Cardiac Conduction (GO:0061337),43,0.04462059796212265,-0.0464940839795672,-0.050796008001705,424516.5,0.9106356733872698
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),119,0.04503856758898428,-0.044130347659260306,-0.050796008001705,1155869.5,0.9106356733872698
Regulation Of Nervous System Development (GO:0051960),44,0.045749790586991856,-0.0399725368813767,-0.050796008001705,434123.0,0.9106356733872698
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),15,0.046887139746662386,-0.025255798009801246,-0.050796008001705,151336.0,0.9106356733872698
Cellular Response To Alkaloid (GO:0071312),15,0.04697397782386531,-0.02629582039338559,-0.050796008001705,151332.0,0.9106356733872698
Regulation Of rRNA Processing (GO:2000232),15,0.047257092594461515,-0.02953834079703638,-0.050796008001705,151319.0,0.9106356733872698
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),15,0.047257092594461515,-0.02953834079703638,-0.050796008001705,151319.0,0.9106356733872698
Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970),15,0.047695322567976206,-0.034789654987342655,-0.050796008001705,151299.0,0.9106356733872698
Positive Regulation Of Positive Chemotaxis (GO:0050927),15,0.04798191308237075,-0.03819771512687388,-0.050796008001705,151286.0,0.9106356733872698
Negative Regulation Of Synaptic Transmission (GO:0050805),15,0.04802612601726318,-0.03857069723961464,-0.050796008001705,151284.0,0.9106356733872698
Oogenesis (GO:0048477),15,0.04822548786987942,-0.04030482658674396,-0.050796008001705,151275.0,0.9106356733872698
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),15,0.04826988029427792,-0.04088900541270512,-0.050796008001705,151273.0,0.9106356733872698
Regulation Of Adenylate Cyclase Activity (GO:0045761),15,0.04862619761436491,-0.04334286347931305,-0.050796008001705,151257.0,0.9106356733872698
Negative Regulation Of Telomere Maintenance (GO:0032205),15,0.04887238325906033,-0.04499206218973085,-0.050796008001705,151246.0,0.9106356733872698
Calcium-Mediated Signaling (GO:0019722),81,0.049011364370445336,-0.04496272076841743,-0.050796008001705,791005.0,0.9106356733872698
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),15,0.049164612891945764,-0.0461780372436723,-0.050796008001705,151233.0,0.9106356733872698
miRNA Metabolic Process (GO:0010586),15,0.049345139053524965,-0.046529238866325304,-0.050796008001705,151225.0,0.9106356733872698
Regulation Of Stem Cell Differentiation (GO:2000736),45,0.04944042939236448,-0.04021305846182843,-0.050796008001705,443526.5,0.9106356733872698
Regulation Of mRNA Catabolic Process (GO:0061013),45,0.04966315083923695,-0.04115907721262981,-0.050796008001705,443509.5,0.9106356733872698
Peptidyl-Lysine Trimethylation (GO:0018023),15,0.0497987702507593,-0.04773438375255289,-0.050796008001705,151205.0,0.9106356733872698
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),15,0.05027865698217808,-0.0486927720637684,-0.050796008001705,151184.0,0.9106356733872698
Branched-Chain Amino Acid Metabolic Process (GO:0009081),15,0.05032455205418219,-0.04879259195170338,-0.050796008001705,151182.0,0.9106356733872698
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),45,0.050588686394351864,-0.04086553097050413,-0.050796008001705,443439.5,0.9106356733872698
Neurotrophin Signaling Pathway (GO:0038179),15,0.050600624017322605,-0.04959463139018792,-0.050796008001705,151170.0,0.9106356733872698
Amyloid-Beta Metabolic Process (GO:0050435),15,0.05141272867856024,-0.05042708235568557,-0.050796008001705,151135.0,0.9106356733872698
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),15,0.05204626504081339,-0.050689136567000345,-0.050796008001705,151108.0,0.9106356733872698
Positive Regulation Of Endothelial Cell Migration (GO:0010595),82,0.05317277860826641,-0.045239419516742055,-0.050796008001705,800203.5,0.9106356733872698
Chemical Synaptic Transmission (GO:0007268),258,0.053859032400150816,-0.048819419149719295,-0.050796008001705,2471389.5,0.9106356733872698
mRNA Metabolic Process (GO:0016071),84,0.056772457968059846,-0.04491969687496321,-0.050796008001705,819081.5,0.9106356733872698
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),16,0.056835473953146705,-0.03795857512154876,-0.050796008001705,160722.5,0.9106356733872698
Positive Regulation Of Glial Cell Differentiation (GO:0045687),16,0.0572035627901909,-0.04096052542517902,-0.050796008001705,160707.5,0.9106356733872698
Regulation Of Oligodendrocyte Differentiation (GO:0048713),16,0.0572035627901909,-0.04096052542517902,-0.050796008001705,160707.5,0.9106356733872698
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),16,0.059832964476030294,-0.04966971742840772,-0.050796008001705,160602.5,0.9106356733872698
Regulation Of Plasminogen Activation (GO:0010755),16,0.06006267654854244,-0.049805876300943866,-0.050796008001705,160593.5,0.9106356733872698
Negative Regulation Of Neuron Death (GO:1901215),84,0.06043301733228259,-0.05035828099767724,-0.050796008001705,818747.5,0.9106356733872698
Microtubule Depolymerization (GO:0007019),16,0.06052417186208455,-0.050259557103529445,-0.050796008001705,160575.5,0.9106356733872698
Regulation Of Cell Communication (GO:0010646),48,0.060904019627997776,-0.03931928976095195,-0.050796008001705,471753.0,0.9106356733872698
Regulation Of Endothelial Cell Migration (GO:0010594),86,0.06253604393472656,-0.043866301599277444,-0.050796008001705,837769.5,0.9106356733872698
Regulation Of DNA Binding (GO:0051101),48,0.06260970167376692,-0.042688551631087035,-0.050796008001705,471640.0,0.9106356733872698
Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),48,0.06325308139352913,-0.04546082502202234,-0.050796008001705,471598.0,0.9106356733872698
Chloride Transmembrane Transport (GO:1902476),48,0.06393260723535596,-0.04627871994557126,-0.050796008001705,471554.0,0.9106356733872698
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),17,0.06481311015081005,-0.025512582118091324,-0.050796008001705,170206.0,0.9106356733872698
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793),17,0.06481311015081005,-0.025512582118091324,-0.050796008001705,170206.0,0.9106356733872698
Embryonic Heart Tube Development (GO:0035050),17,0.06491843989528948,-0.02624943552472311,-0.050796008001705,170202.0,0.9106356733872698
Regulation Of Cell Development (GO:0060284),49,0.06538863957565305,-0.04107697270998164,-0.050796008001705,481130.5,0.9106356733872698
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),17,0.06542057182397376,-0.03203924282111504,-0.050796008001705,170183.0,0.9106356733872698
Membrane Repolarization (GO:0086009),17,0.06560632530973928,-0.0339540830842259,-0.050796008001705,170176.0,0.9106356733872698
Rac Protein Signal Transduction (GO:0016601),17,0.06629984888420927,-0.03967986722979518,-0.050796008001705,170150.0,0.9106356733872698
Neurogenesis (GO:0022008),49,0.06656831459710565,-0.04344812363085599,-0.050796008001705,481055.5,0.9106356733872698
Regulation Of Leukocyte Chemotaxis (GO:0002688),17,0.06659496625839986,-0.0415390832237982,-0.050796008001705,170139.0,0.9106356733872698
Positive Regulation Of Stem Cell Differentiation (GO:2000738),17,0.06659496625839986,-0.0415390832237982,-0.050796008001705,170139.0,0.9106356733872698
Facultative Heterochromatin Formation (GO:0140718),17,0.06664873303650103,-0.04205453512905804,-0.050796008001705,170137.0,0.9106356733872698
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),17,0.06664873303650103,-0.04205453512905804,-0.050796008001705,170137.0,0.9106356733872698
Excitatory Postsynaptic Potential (GO:0060079),17,0.06670253340493416,-0.042270106517450126,-0.050796008001705,170135.0,0.9106356733872698
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),17,0.06737787694780199,-0.04567487934408074,-0.050796008001705,170110.0,0.9106356733872698
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),17,0.0678673880522427,-0.04686647445525539,-0.050796008001705,170092.0,0.9106356733872698
Regulation Of DNA Damage Checkpoint (GO:2000001),17,0.0686893373694055,-0.04836847631525853,-0.050796008001705,170062.0,0.9106356733872698
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),17,0.06960232529044195,-0.04979287703802229,-0.050796008001705,170029.0,0.9106356733872698
Cellular Response To Ionizing Radiation (GO:0071479),50,0.07079204381138351,-0.04568202727302112,-0.050796008001705,490459.0,0.9106356733872698
Regulation Of Epithelial Cell Migration (GO:0010632),50,0.07175057352763432,-0.04689036844044294,-0.050796008001705,490401.0,0.9106356733872698
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),50,0.07236723060844587,-0.04813255935866944,-0.050796008001705,490364.0,0.9106356733872698
Negative Regulation Of Monoatomic Ion Transport (GO:0043271),18,0.07468182180228072,-0.03037918499477215,-0.050796008001705,179626.5,0.9106356733872698
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),18,0.07468182180228072,-0.03037918499477215,-0.050796008001705,179626.5,0.9106356733872698
RNA Destabilization (GO:0050779),18,0.0750533333427273,-0.03308128533114782,-0.050796008001705,179613.5,0.9106356733872698
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),51,0.0754840053730992,-0.04203382238593955,-0.050796008001705,499839.5,0.9106356733872698
Peptide Catabolic Process (GO:0043171),18,0.07617632559644306,-0.04110178310860048,-0.050796008001705,179574.5,0.9106356733872698
Neuron Fate Commitment (GO:0048663),18,0.07669892349850504,-0.04435075640939298,-0.050796008001705,179556.5,0.9106356733872698
Positive Regulation Of Neuron Projection Development (GO:0010976),92,0.07735579373962449,-0.03987777220437306,-0.050796008001705,894116.5,0.9106356733872698
Energy Reserve Metabolic Process (GO:0006112),18,0.07769348511072251,-0.04708478187450259,-0.050796008001705,179522.5,0.9106356733872698
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),52,0.07793963354063778,-0.03913704405495195,-0.050796008001705,509353.0,0.9106356733872698
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),18,0.07863845774551248,-0.04855513419028565,-0.050796008001705,179490.5,0.9106356733872698
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),18,0.07863845774551248,-0.04855513419028565,-0.050796008001705,179490.5,0.9106356733872698
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),18,0.07863845774551248,-0.04855513419028565,-0.050796008001705,179490.5,0.9106356733872698
Organelle Disassembly (GO:1903008),52,0.08009612183257403,-0.04550082917744365,-0.050796008001705,509230.0,0.9106356733872698
Negative Regulation Of Protein Ubiquitination (GO:0031397),52,0.08045099333431538,-0.04575347057519457,-0.050796008001705,509210.0,0.9106356733872698
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),52,0.08045099333431538,-0.04575347057519457,-0.050796008001705,509210.0,0.9106356733872698
Regulation Of Nervous System Process (GO:0031644),18,0.08180036442594923,-0.05075867189322293,-0.050796008001705,179385.5,0.9106356733872698
Positive Regulation Of Epithelial Cell Migration (GO:0010634),93,0.08411181334939677,-0.04567233825737121,-0.050796008001705,903195.0,0.9106356733872698
Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),19,0.08425646719425278,-0.02817399536899803,-0.050796008001705,189066.0,0.9106356733872698
Regulation Of Smooth Muscle Cell Migration (GO:0014910),19,0.08437820538090623,-0.02883328525914226,-0.050796008001705,189062.0,0.9106356733872698
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),19,0.08446959560079603,-0.030752817763573654,-0.050796008001705,189059.0,0.9106356733872698
Dopaminergic Neuron Differentiation (GO:0071542),19,0.08526475716447252,-0.03625682726548846,-0.050796008001705,189033.0,0.9106356733872698
Insulin Secretion (GO:0030073),19,0.08532615494553553,-0.036312373946360985,-0.050796008001705,189031.0,0.9106356733872698
Bicarbonate Transport (GO:0015701),19,0.08575686707828728,-0.03953841306948895,-0.050796008001705,189017.0,0.9106356733872698
Intracellular Monoatomic Ion Homeostasis (GO:0006873),19,0.08575686707828728,-0.03953841306948895,-0.050796008001705,189017.0,0.9106356733872698
Acetylcholine Receptor Signaling Pathway (GO:0095500),19,0.08584937391283015,-0.03998553820788922,-0.050796008001705,189014.0,0.9106356733872698
Receptor Clustering (GO:0043113),19,0.08631302863665546,-0.04251349635831471,-0.050796008001705,188999.0,0.9106356733872698
Positive Regulation Of Histone Methylation (GO:0031062),19,0.08637499049013808,-0.042974690168284035,-0.050796008001705,188997.0,0.9106356733872698
Regulation Of Cell Adhesion (GO:0030155),139,0.0869060083842173,-0.04473473107447911,-0.050796008001705,1342264.5,0.9106356733872698
Inositol Phosphate-Mediated Signaling (GO:0048016),19,0.08696528786635782,-0.045128174143506936,-0.050796008001705,188978.0,0.9106356733872698
N-glycan Processing (GO:0006491),19,0.08765254887635948,-0.04719711402686768,-0.050796008001705,188956.0,0.9106356733872698
rRNA Methylation (GO:0031167),19,0.08828084073853798,-0.04811063810053852,-0.050796008001705,188936.0,0.9106356733872698
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),19,0.08916607979900865,-0.04913555857701821,-0.050796008001705,188908.0,0.9106356733872698
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),19,0.08916607979900865,-0.04913555857701821,-0.050796008001705,188908.0,0.9106356733872698
Monoatomic Anion Transmembrane Transport (GO:0098656),54,0.09097333885716502,-0.04678064084069726,-0.050796008001705,527936.0,0.9106356733872698
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),19,0.09199125474738629,-0.05074869260881578,-0.050796008001705,188820.0,0.9106356733872698
Positive Regulation Of Leukocyte Activation (GO:0002696),20,0.09455681994892362,-0.031754977275480226,-0.050796008001705,198487.5,0.9106356733872698
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),20,0.09455681994892362,-0.031754977275480226,-0.050796008001705,198487.5,0.9106356733872698
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),20,0.09465377164090549,-0.032420867295465436,-0.050796008001705,198484.5,0.9106356733872698
Regulation Of Meiotic Cell Cycle (GO:0051445),20,0.09572507992898871,-0.038791243240933235,-0.050796008001705,198451.5,0.9106356733872698
Regulation Of Membrane Depolarization (GO:0003254),20,0.0962149765950025,-0.04162702493013723,-0.050796008001705,198436.5,0.9106356733872698
Cellular Response To Peptide (GO:1901653),56,0.09687618828895989,-0.0413666602318677,-0.050796008001705,546912.0,0.9106356733872698
Regulation Of Bone Mineralization (GO:0030500),56,0.09788326398668656,-0.044848551981601724,-0.050796008001705,546861.0,0.9106356733872698
Regulation Of Cardiac Conduction (GO:1903779),20,0.09799386391030135,-0.0473842466188583,-0.050796008001705,198382.5,0.9106356733872698
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,0.0980602084086884,-0.04745590448722283,-0.050796008001705,198380.5,0.9106356733872698
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,0.0980602084086884,-0.04745590448722283,-0.050796008001705,198380.5,0.9106356733872698
Signal Transduction In Response To DNA Damage (GO:0042770),56,0.09814119247676245,-0.045122390246542396,-0.050796008001705,546848.0,0.9106356733872698
Negative Regulation Of Lymphocyte Activation (GO:0051250),20,0.0991261999569612,-0.04877922157142759,-0.050796008001705,198348.5,0.9106356733872698
Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058),20,0.09952812398359784,-0.049218581048252545,-0.050796008001705,198336.5,0.9106356733872698
Positive Regulation Of Protein Processing (GO:0010954),20,0.10030180499905367,-0.050003902641096096,-0.050796008001705,198313.5,0.9106356733872698
Regulation Of Cation Channel Activity (GO:2001257),56,0.10117368511516839,-0.04749274491327777,-0.050796008001705,546697.0,0.9106356733872698
Selective Autophagy (GO:0061912),56,0.10143791843942807,-0.04667083384470596,-0.050796008001705,546684.0,0.9106356733872698
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),57,0.10215305502075323,-0.04311354075192217,-0.050796008001705,556282.5,0.9106356733872698
Nucleotide-Excision Repair (GO:0006289),56,0.10219271767900584,-0.04922532622233881,-0.050796008001705,546647.0,0.9106356733872698
RNA Catabolic Process (GO:0006401),57,0.10300696182117042,-0.04407905107011334,-0.050796008001705,556240.5,0.9106356733872698
Positive Regulation Of Interferon-Alpha Production (GO:0032727),21,0.10477116856202529,-0.032553000864630886,-0.050796008001705,207916.0,0.9106356733872698
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717),21,0.1048051540326505,-0.03266169302434807,-0.050796008001705,207915.0,0.9106356733872698
Memory (GO:0007613),57,0.10504023115697347,-0.04771901904736866,-0.050796008001705,556141.5,0.9106356733872698
Monoatomic Anion Transport (GO:0006820),57,0.1056205323093789,-0.046991975954434495,-0.050796008001705,556113.5,0.9106356733872698
"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",21,0.1056232014946315,-0.03740462994992716,-0.050796008001705,207891.0,0.9106356733872698
Regulation Of Catabolic Process (GO:0009894),21,0.10565738671938169,-0.037479359399234066,-0.050796008001705,207890.0,0.9106356733872698
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),21,0.10603395227139639,-0.0393628987057319,-0.050796008001705,207879.0,0.9106356733872698
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),21,0.10610252279183696,-0.039812036234586234,-0.050796008001705,207877.0,0.9106356733872698
Regulation Of Histone Deacetylation (GO:0031063),21,0.1069278689600816,-0.0437195775809908,-0.050796008001705,207853.0,0.9106356733872698
Modulation By Symbiont Of Entry Into Host (GO:0052372),21,0.10737686056280532,-0.04530779820508231,-0.050796008001705,207840.0,0.9106356733872698
Cellular Response To Interleukin-6 (GO:0071354),21,0.10831372057662741,-0.04749745746025307,-0.050796008001705,207813.0,0.9106356733872698
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),21,0.10848785676378325,-0.04761495703553151,-0.050796008001705,207808.0,0.9106356733872698
Regulation Of Cell-Substrate Junction Assembly (GO:0090109),21,0.10960709903232047,-0.048875259020488414,-0.050796008001705,207776.0,0.9106356733872698
