Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Positive Regulation Of Biomineral Tissue Development (GO:0070169),41,0.03536951611748781,-0.042672653437661495,-0.050796008001705,407438.0,0.91128936878561
DNA Integrity Checkpoint Signaling (GO:0031570),41,0.03550526418797516,-0.043046676433678016,-0.050796008001705,407425.0,0.91128936878561
Regulation Of DNA Replication (GO:0006275),75,0.036069404850991756,-0.045073959309014575,-0.050796008001705,737491.0,0.91128936878561
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),76,0.037255099359132696,-0.04242961511319837,-0.050796008001705,747014.0,0.91128936878561
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),14,0.03822864601670931,-0.024545806992791335,-0.050796008001705,142446.0,0.91128936878561
Reticulophagy (GO:0061709),14,0.038898356072152425,-0.03432005035102685,-0.050796008001705,142411.0,0.91128936878561
Heart Process (GO:0003015),14,0.03924648103149266,-0.0385152592537037,-0.050796008001705,142393.0,0.91128936878561
Negative Regulation Of Immune Effector Process (GO:0002698),14,0.040147663295041276,-0.04584818218952711,-0.050796008001705,142347.0,0.91128936878561
Zymogen Activation (GO:0031638),43,0.04148077312638076,-0.03851592718517269,-0.050796008001705,426374.0,0.91128936878561
mRNA Catabolic Process (GO:0006402),43,0.042216401210859233,-0.04189213485982767,-0.050796008001705,426311.0,0.91128936878561
Cellular Response To Zinc Ion (GO:0071294),14,0.04235027703612935,-0.05058632778868255,-0.050796008001705,142238.0,0.91128936878561
Cardiac Conduction (GO:0061337),43,0.04403475451237271,-0.0464940839795672,-0.050796008001705,426159.0,0.91128936878561
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),15,0.04641516290972491,-0.025255798009801246,-0.050796008001705,151920.0,0.91128936878561
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891),15,0.04643664344931543,-0.025407967033405303,-0.050796008001705,151919.0,0.91128936878561
Cellular Response To Alkaloid (GO:0071312),15,0.04650113295037352,-0.02629582039338559,-0.050796008001705,151916.0,0.91128936878561
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),15,0.046781418542361175,-0.02953834079703638,-0.050796008001705,151903.0,0.91128936878561
Regulation Of rRNA Processing (GO:2000232),15,0.046781418542361175,-0.02953834079703638,-0.050796008001705,151903.0,0.91128936878561
Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970),15,0.04721527182503513,-0.034789654987342655,-0.050796008001705,151883.0,0.91128936878561
Positive Regulation Of Positive Chemotaxis (GO:0050927),15,0.04749900178925583,-0.03819771512687388,-0.050796008001705,151870.0,0.91128936878561
Negative Regulation Of Synaptic Transmission (GO:0050805),15,0.04754277353990793,-0.03857069723961464,-0.050796008001705,151868.0,0.91128936878561
Oogenesis (GO:0048477),15,0.047740146431141994,-0.04030482658674396,-0.050796008001705,151859.0,0.91128936878561
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),15,0.047784096056510066,-0.04088900541270512,-0.050796008001705,151857.0,0.91128936878561
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),121,0.047789511022735015,-0.044240523863267656,-0.050796008001705,1179088.0,0.91128936878561
Regulation Of Adenylate Cyclase Activity (GO:0045761),15,0.04813686040024203,-0.04334286347931305,-0.050796008001705,151841.0,0.91128936878561
Negative Regulation Of Telomere Maintenance (GO:0032205),15,0.0483805924459355,-0.04499206218973085,-0.050796008001705,151830.0,0.91128936878561
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),15,0.04866991087273158,-0.0461780372436723,-0.050796008001705,151817.0,0.91128936878561
Regulation Of Nervous System Development (GO:0051960),45,0.04881634144464426,-0.04021305846182843,-0.050796008001705,445242.0,0.91128936878561
Regulation Of Stem Cell Differentiation (GO:2000736),45,0.04881634144464426,-0.04021305846182843,-0.050796008001705,445242.0,0.91128936878561
miRNA Metabolic Process (GO:0010586),15,0.048848639323653305,-0.046529238866325304,-0.050796008001705,151809.0,0.91128936878561
Regulation Of mRNA Catabolic Process (GO:0061013),45,0.049036389689044176,-0.04115907721262981,-0.050796008001705,445225.0,0.91128936878561
Peptidyl-Lysine Trimethylation (GO:0018023),15,0.04929775554687121,-0.04773438375255289,-0.050796008001705,151789.0,0.91128936878561
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),15,0.04977286967301147,-0.0486927720637684,-0.050796008001705,151768.0,0.91128936878561
Branched-Chain Amino Acid Metabolic Process (GO:0009081),15,0.04981830850501793,-0.04879259195170338,-0.050796008001705,151766.0,0.91128936878561
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),45,0.04995083162826957,-0.04086553097050413,-0.050796008001705,445155.0,0.91128936878561
Neurotrophin Signaling Pathway (GO:0038179),15,0.05009163678877012,-0.04959463139018792,-0.050796008001705,151754.0,0.91128936878561
Calcium-Mediated Signaling (GO:0019722),82,0.05071160481141426,-0.04503385841760387,-0.050796008001705,803474.0,0.91128936878561
Amyloid-Beta Metabolic Process (GO:0050435),15,0.05089567784710471,-0.05042708235568557,-0.050796008001705,151719.0,0.91128936878561
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),15,0.05152293126536255,-0.050689136567000345,-0.050796008001705,151692.0,0.91128936878561
Positive Regulation Of Endothelial Cell Migration (GO:0010595),82,0.052392592373650376,-0.045239419516742055,-0.050796008001705,803306.0,0.91128936878561
Chemical Synaptic Transmission (GO:0007268),258,0.05271305650721903,-0.048819419149719295,-0.050796008001705,2481062.0,0.91128936878561
mRNA Metabolic Process (GO:0016071),84,0.0559576428095469,-0.04491969687496321,-0.050796008001705,822257.0,0.91128936878561
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),16,0.056293873770002514,-0.03795857512154876,-0.050796008001705,161343.0,0.91128936878561
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),16,0.05926316797030555,-0.04966971742840772,-0.050796008001705,161223.0,0.91128936878561
Regulation Of Plasminogen Activation (GO:0010755),16,0.05949072476779709,-0.049805876300943866,-0.050796008001705,161214.0,0.91128936878561
Microtubule Depolymerization (GO:0007019),16,0.05994789249913737,-0.050259557103529445,-0.050796008001705,161196.0,0.91128936878561
Regulation Of Cell Communication (GO:0010646),48,0.060179455001411204,-0.03931928976095195,-0.050796008001705,473578.0,0.91128936878561
Regulation Of Endothelial Cell Migration (GO:0010594),86,0.06166004368434329,-0.043866301599277444,-0.050796008001705,841018.0,0.91128936878561
Regulation Of DNA Binding (GO:0051101),48,0.061866014962788506,-0.042688551631087035,-0.050796008001705,473465.0,0.91128936878561
Negative Regulation Of Neuron Death (GO:1901215),85,0.062288023569175385,-0.05036343072713639,-0.050796008001705,831323.0,0.91128936878561
Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),48,0.06250220066885792,-0.04546082502202234,-0.050796008001705,473423.0,0.91128936878561
Chloride Transmembrane Transport (GO:1902476),48,0.06317413947992373,-0.04627871994557126,-0.050796008001705,473379.0,0.91128936878561
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),17,0.06422605150224289,-0.025512582118091324,-0.050796008001705,170863.0,0.91128936878561
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793),17,0.06422605150224289,-0.025512582118091324,-0.050796008001705,170863.0,0.91128936878561
Embryonic Heart Tube Development (GO:0035050),17,0.06433043784080167,-0.02624943552472311,-0.050796008001705,170859.0,0.91128936878561
Regulation Of Cell Development (GO:0060284),49,0.06462562872584089,-0.04107697270998164,-0.050796008001705,482992.0,0.91128936878561
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),17,0.0648280743950174,-0.03203924282111504,-0.050796008001705,170840.0,0.91128936878561
Membrane Repolarization (GO:0086009),17,0.06501216577515058,-0.0339540830842259,-0.050796008001705,170833.0,0.91128936878561
Rac Protein Signal Transduction (GO:0016601),17,0.06569948790880903,-0.03967986722979518,-0.050796008001705,170807.0,0.91128936878561
Neurogenesis (GO:0022008),49,0.06579236515955846,-0.04344812363085599,-0.050796008001705,482917.0,0.91128936878561
Positive Regulation Of Stem Cell Differentiation (GO:2000738),17,0.06599196835141011,-0.0415390832237982,-0.050796008001705,170796.0,0.91128936878561
Regulation Of Leukocyte Chemotaxis (GO:0002688),17,0.06599196835141011,-0.0415390832237982,-0.050796008001705,170796.0,0.91128936878561
Positive Regulation Of Glial Cell Differentiation (GO:0045687),17,0.06599196835141011,-0.0415390832237982,-0.050796008001705,170796.0,0.91128936878561
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),17,0.06604525484085338,-0.04205453512905804,-0.050796008001705,170794.0,0.91128936878561
Facultative Heterochromatin Formation (GO:0140718),17,0.06604525484085338,-0.04205453512905804,-0.050796008001705,170794.0,0.91128936878561
Excitatory Postsynaptic Potential (GO:0060079),17,0.06609857466010269,-0.042270106517450126,-0.050796008001705,170792.0,0.91128936878561
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),17,0.06676788934859347,-0.04567487934408074,-0.050796008001705,170767.0,0.91128936878561
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),17,0.06725303445002784,-0.04686647445525539,-0.050796008001705,170749.0,0.91128936878561
Regulation Of DNA Damage Checkpoint (GO:2000001),17,0.06806766012304688,-0.04836847631525853,-0.050796008001705,170719.0,0.91128936878561
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),17,0.06897252416610931,-0.04979287703802229,-0.050796008001705,170686.0,0.91128936878561
Cellular Response To Ionizing Radiation (GO:0071479),50,0.06998208324898622,-0.04568202727302112,-0.050796008001705,492357.0,0.91128936878561
Regulation Of Epithelial Cell Migration (GO:0010632),50,0.07093034589675502,-0.04689036844044294,-0.050796008001705,492299.0,0.91128936878561
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),50,0.07154040898290938,-0.04813255935866944,-0.050796008001705,492262.0,0.91128936878561
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),18,0.07403694901817738,-0.03037918499477215,-0.050796008001705,180320.0,0.91128936878561
Negative Regulation Of Monoatomic Ion Transport (GO:0043271),18,0.07403694901817738,-0.03037918499477215,-0.050796008001705,180320.0,0.91128936878561
RNA Destabilization (GO:0050779),18,0.07440529810867842,-0.03308128533114782,-0.050796008001705,180307.0,0.91128936878561
Regulation Of Oligodendrocyte Differentiation (GO:0048713),18,0.07566240426933381,-0.0420533568225708,-0.050796008001705,180263.0,0.91128936878561
Neuron Fate Commitment (GO:0048663),18,0.07603690141224229,-0.04435075640939298,-0.050796008001705,180250.0,0.91128936878561
Positive Regulation Of Neuron Projection Development (GO:0010976),92,0.07634089057804766,-0.03987777220437306,-0.050796008001705,897584.0,0.91128936878561
Energy Reserve Metabolic Process (GO:0006112),18,0.07702302638064505,-0.04708478187450259,-0.050796008001705,180216.0,0.91128936878561
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),18,0.07795999476293067,-0.04855513419028565,-0.050796008001705,180184.0,0.91128936878561
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),18,0.07795999476293067,-0.04855513419028565,-0.050796008001705,180184.0,0.91128936878561
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),52,0.07910756929760343,-0.042202325955473505,-0.050796008001705,511207.0,0.91128936878561
Organelle Disassembly (GO:1903008),52,0.07921270852525775,-0.04550082917744365,-0.050796008001705,511201.0,0.91128936878561
Regulation Of Nervous System Process (GO:0031644),18,0.08109520273735776,-0.05075867189322293,-0.050796008001705,180079.0,0.91128936878561
Positive Regulation Of Epithelial Cell Migration (GO:0010634),93,0.08302518629865618,-0.04567233825737121,-0.050796008001705,906699.0,0.91128936878561
Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),19,0.08356082025284722,-0.02817399536899803,-0.050796008001705,189796.0,0.91128936878561
Regulation Of Smooth Muscle Cell Migration (GO:0014910),19,0.08368156973766355,-0.02883328525914226,-0.050796008001705,189792.0,0.91128936878561
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),53,0.0841397523669073,-0.045848612790789105,-0.050796008001705,520613.0,0.91128936878561
Negative Regulation Of Protein Ubiquitination (GO:0031397),53,0.0841397523669073,-0.04584861279078911,-0.050796008001705,520613.0,0.91128936878561
Dopaminergic Neuron Differentiation (GO:0071542),19,0.08456092667110959,-0.03625682726548846,-0.050796008001705,189763.0,0.91128936878561
Insulin Secretion (GO:0030073),19,0.08462182652256045,-0.036312373946360985,-0.050796008001705,189761.0,0.91128936878561
Intracellular Monoatomic Ion Homeostasis (GO:0006873),19,0.08504904689023796,-0.03953841306948895,-0.050796008001705,189747.0,0.91128936878561
Bicarbonate Transport (GO:0015701),19,0.08504904689023796,-0.03953841306948895,-0.050796008001705,189747.0,0.91128936878561
Acetylcholine Receptor Signaling Pathway (GO:0095500),19,0.08514080406500057,-0.03998553820788922,-0.050796008001705,189744.0,0.91128936878561
Peptide Catabolic Process (GO:0043171),19,0.08544719709720194,-0.04161200547139545,-0.050796008001705,189734.0,0.91128936878561
Receptor Clustering (GO:0043113),19,0.0856007029522261,-0.04251349635831471,-0.050796008001705,189729.0,0.91128936878561
Positive Regulation Of Histone Methylation (GO:0031062),19,0.0856621630785695,-0.042974690168284035,-0.050796008001705,189727.0,0.91128936878561
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),54,0.08614922974998573,-0.03956885753446132,-0.050796008001705,530187.0,0.91128936878561
Inositol Phosphate-Mediated Signaling (GO:0048016),19,0.08624768291683627,-0.045128174143506936,-0.050796008001705,189708.0,0.91128936878561
N-glycan Processing (GO:0006491),19,0.08692938689582402,-0.04719711402686768,-0.050796008001705,189686.0,0.91128936878561
rRNA Methylation (GO:0031167),19,0.08755260351773292,-0.04811063810053852,-0.050796008001705,189666.0,0.91128936878561
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),19,0.08805357268254765,-0.048673074917202463,-0.050796008001705,189650.0,0.91128936878561
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),19,0.08843069985603946,-0.04913555857701821,-0.050796008001705,189638.0,0.91128936878561
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),19,0.08843069985603946,-0.04913555857701821,-0.050796008001705,189638.0,0.91128936878561
Monoatomic Anion Transmembrane Transport (GO:0098656),54,0.09000578045947422,-0.04678064084069726,-0.050796008001705,529980.0,0.91128936878561
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),19,0.0912331430238692,-0.05074869260881578,-0.050796008001705,189550.0,0.91128936878561
Regulation Of Cell Adhesion (GO:0030155),142,0.09300134342968958,-0.04486278622082896,-0.050796008001705,1375516.0,0.91128936878561
Positive Regulation Of Leukocyte Activation (GO:0002696),20,0.09380853108706771,-0.031754977275480226,-0.050796008001705,199254.0,0.91128936878561
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),20,0.09380853108706771,-0.031754977275480226,-0.050796008001705,199254.0,0.91128936878561
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),20,0.09390473046487818,-0.032420867295465436,-0.050796008001705,199251.0,0.91128936878561
Regulation Of Meiotic Cell Cycle (GO:0051445),20,0.09496773281666987,-0.038791243240933235,-0.050796008001705,199218.0,0.91128936878561
Regulation Of Membrane Depolarization (GO:0003254),20,0.09545383560837406,-0.04162702493013723,-0.050796008001705,199203.0,0.91128936878561
Cellular Response To Peptide (GO:1901653),56,0.09587706526345152,-0.0413666602318677,-0.050796008001705,549029.0,0.91128936878561
Regulation Of Bone Mineralization (GO:0030500),56,0.09687457747498729,-0.044848551981601724,-0.050796008001705,548978.0,0.91128936878561
Signal Transduction In Response To DNA Damage (GO:0042770),56,0.09713005973497535,-0.045122390246542396,-0.050796008001705,548965.0,0.91128936878561
Regulation Of Cardiac Conduction (GO:1903779),20,0.09721896976732902,-0.0473842466188583,-0.050796008001705,199149.0,0.91128936878561
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,0.09728480203343454,-0.04745590448722283,-0.050796008001705,199147.0,0.91128936878561
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,0.09728480203343454,-0.04745590448722283,-0.050796008001705,199147.0,0.91128936878561
Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058),20,0.09874139703798718,-0.049218581048252545,-0.050796008001705,199103.0,0.91128936878561
Positive Regulation Of Protein Processing (GO:0010954),20,0.09950912138769452,-0.050003902641096096,-0.050796008001705,199080.0,0.91128936878561
Regulation Of Cation Channel Activity (GO:2001257),56,0.10013388753400287,-0.04749274491327777,-0.050796008001705,548814.0,0.91128936878561
Selective Autophagy (GO:0061912),56,0.10039563152592723,-0.04667083384470596,-0.050796008001705,548801.0,0.91128936878561
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),57,0.1011170512056766,-0.04311354075192217,-0.050796008001705,558436.0,0.91128936878561
Nucleotide-Excision Repair (GO:0006289),56,0.10114332719537905,-0.04922532622233881,-0.050796008001705,548764.0,0.91128936878561
RNA Catabolic Process (GO:0006401),57,0.10196301333229385,-0.04407905107011334,-0.050796008001705,558394.0,0.91128936878561
Positive Regulation Of Interferon-Alpha Production (GO:0032727),21,0.10397459906611645,-0.032553000864630886,-0.050796008001705,208719.0,0.91128936878561
Memory (GO:0007613),57,0.1039774202569338,-0.04771901904736866,-0.050796008001705,558295.0,0.91128936878561
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),21,0.10400833194744746,-0.03266169302434807,-0.050796008001705,208718.0,0.91128936878561
Monoatomic Anion Transport (GO:0006820),57,0.10455235220563858,-0.046991975954434495,-0.050796008001705,558267.0,0.91128936878561
"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",21,0.10482030321960267,-0.03740462994992716,-0.050796008001705,208694.0,0.91128936878561
Regulation Of Catabolic Process (GO:0009894),21,0.10485423468508098,-0.037479359399234066,-0.050796008001705,208693.0,0.91128936878561
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),21,0.10522800580225,-0.0393628987057319,-0.050796008001705,208682.0,0.91128936878561
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),21,0.10529606763673455,-0.039812036234586234,-0.050796008001705,208680.0,0.91128936878561
Regulation Of Histone Deacetylation (GO:0031063),21,0.10611529502965139,-0.0437195775809908,-0.050796008001705,208656.0,0.91128936878561
Modulation By Symbiont Of Entry Into Host (GO:0052372),21,0.10656096110265662,-0.04530779820508231,-0.050796008001705,208643.0,0.91128936878561
Cellular Response To Interleukin-6 (GO:0071354),21,0.10749088918192623,-0.04749745746025307,-0.050796008001705,208616.0,0.91128936878561
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),21,0.10766373797126294,-0.04761495703553151,-0.050796008001705,208611.0,0.91128936878561
Regulation Of Cell-Substrate Junction Assembly (GO:0090109),21,0.108774713544245,-0.048875259020488414,-0.050796008001705,208579.0,0.91128936878561
Negative Regulation Of MAPK Cascade (GO:0043409),101,0.10880143759596406,-0.04688769279259034,-0.050796008001705,981822.0,0.91128936878561
Inorganic Anion Transport (GO:0015698),58,0.10953855193398698,-0.0470575627138702,-0.050796008001705,567694.0,0.91128936878561
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),21,0.10968343261431979,-0.04993788185062137,-0.050796008001705,208553.0,0.91128936878561
Regulation Of Neuron Apoptotic Process (GO:0043523),101,0.11259029008399324,-0.05043195782013735,-0.050796008001705,981587.0,0.91128936878561
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),22,0.11443177328374099,-0.03409133463239631,-0.050796008001705,218178.0,0.91128936878561
