Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Positive Regulation Of RNA Splicing (GO:0033120),36,0.008627959928012447,0.0916132330090161,-0.0370925028034754,364783.0,0.43411420600758927
Muscle Tissue Development (GO:0060537),36,0.00906400165249456,-0.015769945654624515,-0.0370925028034754,364666.0,0.4401843549193012
Positive Regulation Of Translation (GO:0045727),108,0.009072625644269734,0.010906939346092515,-0.0370925028034754,1070812.0,0.4401843549193012
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),37,0.010007555286145997,0.39809553375424594,-0.0370925028034754,374324.0,0.47702680197295916
Negative Regulation Of Cell Adhesion (GO:0007162),72,0.011143578754843897,0.4043875444224521,-0.0370925028034754,718421.0,0.5220190254639805
Small GTPase Mediated Signal Transduction (GO:0007264),111,0.011479066921271689,-0.03524909572137831,-0.0370925028034754,1099025.0,0.5286207597473759
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),39,0.013383753521218258,0.03475129540660314,-0.0370925028034754,393360.0,0.6060609719525002
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),75,0.013938967083199165,0.008114517520770921,-0.0370925028034754,747004.0,0.6168726631574337
Protein Localization To Cilium (GO:0061512),39,0.014076593712094548,-0.03706416149648315,-0.0370925028034754,393228.0,0.6168726631574337
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),40,0.015069732055989774,0.004725317924074895,-0.0370925028034754,402919.0,0.6499120951765749
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),41,0.016188183670967117,0.31891303935060566,-0.0370925028034754,412591.0,0.6872389849065259
Chemical Synaptic Transmission (GO:0007268),262,0.016463392027626804,-0.02600014610290541,-0.0370925028034754,2550634.0,0.6873314097920692
Skeletal Muscle Tissue Development (GO:0007519),41,0.01669630954960492,-0.018370257502045354,-0.0370925028034754,412506.0,0.6873314097920692
Macromolecule Modification (GO:0043412),80,0.019225917632505203,0.06325882088552708,-0.0370925028034754,794678.0,0.7648902546284558
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),42,0.019478511739810935,-0.037074935107717436,-0.0370925028034754,421932.0,0.7648902546284558
Modulation Of Chemical Synaptic Transmission (GO:0050804),122,0.019590335196703654,-0.00022636934777628585,-0.0370925028034754,1203461.0,0.7648902546284558
mRNA Destabilization (GO:0061157),43,0.019706410682367285,0.0569345953112778,-0.0370925028034754,431751.0,0.7648902546284558
mRNA Catabolic Process (GO:0006402),43,0.02006338153693988,-0.004750691472362191,-0.0370925028034754,431699.0,0.767777572336136
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",14,0.02092785762169644,1.0000764606761725,-0.0370925028034754,144222.0,0.7897359605298504
Positive Regulation Of mRNA Catabolic Process (GO:0061014),45,0.023830966359136795,0.05275561317284432,-0.0370925028034754,450876.0,0.831151268091522
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),45,0.024335870263920253,-0.01654455579345461,-0.0370925028034754,450812.0,0.831151268091522
Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),45,0.024874034383729874,-0.025521186168343653,-0.0370925028034754,450745.0,0.831151268091522
Cardiac Conduction (GO:0061337),45,0.024922711363339994,7.889339879152968e-05,-0.0370925028034754,450739.0,0.831151268091522
Regulation Of Nervous System Development (GO:0051960),46,0.026049577451779198,0.05080239326031565,-0.0370925028034754,460437.0,0.831151268091522
Ribosomal Small Subunit Assembly (GO:0000028),15,0.02627259169325875,1.4199659192401342,-0.0370925028034754,153820.0,0.831151268091522
Phagosome Maturation (GO:0090382),15,0.02634611256094534,0.9569760942073466,-0.0370925028034754,153815.0,0.831151268091522
Calcium-Mediated Signaling (GO:0019722),85,0.026385819523854485,-0.016288950236453468,-0.0370925028034754,842189.0,0.831151268091522
Negative Regulation Of Macrophage Activation (GO:0043031),15,0.02659737100344528,0.21911891084887133,-0.0370925028034754,153798.0,0.831151268091522
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),15,0.026716301127582526,0.1516939346004116,-0.0370925028034754,153790.0,0.831151268091522
Protein Localization To Mitochondrion (GO:0070585),15,0.026790857751073083,0.1325305848046641,-0.0370925028034754,153785.0,0.831151268091522
Regulation Of rRNA Processing (GO:2000232),15,0.02692549749295523,0.04366540772159674,-0.0370925028034754,153776.0,0.831151268091522
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),15,0.02692549749295523,0.04366540772159674,-0.0370925028034754,153776.0,0.831151268091522
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),15,0.027181358253769432,-0.004724818066107102,-0.0370925028034754,153759.0,0.831151268091522
Negative Regulation Of Telomere Maintenance (GO:0032205),15,0.02731763314034121,-0.017039581248646424,-0.0370925028034754,153750.0,0.831151268091522
miRNA Metabolic Process (GO:0010586),15,0.027500218980787975,-0.02513722084602301,-0.0370925028034754,153738.0,0.831151268091522
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),15,0.02753074865273055,-0.02530855660688366,-0.0370925028034754,153736.0,0.831151268091522
Regulation Of Rac Protein Signal Transduction (GO:0035020),15,0.02756130657497807,-0.026658504364873173,-0.0370925028034754,153734.0,0.831151268091522
Branched-Chain Amino Acid Metabolic Process (GO:0009081),15,0.02783760228057729,-0.032669585971315904,-0.0370925028034754,153716.0,0.831151268091522
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967),15,0.0286645699128138,-0.037052852112849206,-0.0370925028034754,153663.0,0.8374369511087645
Negative Regulation Of Platelet Activation (GO:0010544),15,0.0286645699128138,-0.037052852112849206,-0.0370925028034754,153663.0,0.8374369511087645
Positive Regulation Of Autophagosome Assembly (GO:2000786),16,0.03249933884486241,0.3906266418511938,-0.0370925028034754,163394.0,0.8843548649987962
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),16,0.03287442518051601,0.06744310633649774,-0.0370925028034754,163372.0,0.8843548649987962
Response To UV-B (GO:0010224),16,0.03290870016595202,0.06697262654127707,-0.0370925028034754,163370.0,0.8843548649987962
Cellular Response To Gamma Radiation (GO:0071480),16,0.03290870016595202,0.06697262654127707,-0.0370925028034754,163370.0,0.8843548649987962
Chondroitin Sulfate Metabolic Process (GO:0030204),16,0.03294300459984151,0.041334513429924565,-0.0370925028034754,163368.0,0.8843548649987962
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),16,0.033011701884260045,0.030967217223453573,-0.0370925028034754,163364.0,0.8843548649987962
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),16,0.033011701884260045,0.030967217223453573,-0.0370925028034754,163364.0,0.8843548649987962
Positive Regulation Of Positive Chemotaxis (GO:0050927),16,0.03313220617375632,0.009651148602903316,-0.0370925028034754,163357.0,0.8843548649987962
Positive Regulation Of Lymphocyte Migration (GO:2000403),16,0.03328767252509988,-0.013545413534159629,-0.0370925028034754,163348.0,0.8843548649987962
Regulation Of RNA Metabolic Process (GO:0051252),90,0.033525414462596985,0.018095026300749176,-0.0370925028034754,889863.0,0.8843548649987962
Heart Process (GO:0003015),16,0.03473199750079851,-0.03693441612136603,-0.0370925028034754,163266.0,0.8878318219820439
Positive Regulation Of Collagen Metabolic Process (GO:0010714),16,0.03494761597793224,-0.03705533028101333,-0.0370925028034754,163254.0,0.8878318219820439
Regulation Of Fibrinolysis (GO:0051917),16,0.03494761597793224,-0.03705533028101333,-0.0370925028034754,163254.0,0.8878318219820439
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",50,0.03673921910445526,-0.01837247854561888,-0.0370925028034754,498594.0,0.8878318219820439
Positive Regulation Of Establishment Of Protein Localization (GO:1904951),17,0.038594582676352275,1.4366380267790415,-0.0370925028034754,173002.0,0.8878318219820439
Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),17,0.038594582676352275,1.4366380267790415,-0.0370925028034754,173002.0,0.8878318219820439
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),17,0.03868944979143905,0.9054185909290072,-0.0370925028034754,172997.0,0.8878318219820439
Negative Regulation Of Leukocyte Activation (GO:0002695),17,0.03903254558274765,0.18897639159565402,-0.0370925028034754,172979.0,0.8878318219820439
Embryonic Digit Morphogenesis (GO:0042733),17,0.03939738546947482,0.060851148344526935,-0.0370925028034754,172960.0,0.8878318219820439
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),51,0.03943541978345108,0.45419813770499895,-0.0370925028034754,508155.0,0.8878318219820439
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),17,0.03945524458546149,0.03416447707158826,-0.0370925028034754,172957.0,0.8878318219820439
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),51,0.0396476728625895,0.2208965873647833,-0.0370925028034754,508136.0,0.8878318219820439
Rac Protein Signal Transduction (GO:0016601),17,0.03964860771242049,0.006901522049586921,-0.0370925028034754,172947.0,0.8878318219820439
Regulation Of Macroautophagy (GO:0016241),94,0.03967263814096214,0.21886433228352373,-0.0370925028034754,928009.0,0.8878318219820439
Facultative Heterochromatin Formation (GO:0140718),17,0.03978441987017675,-0.008532780976385724,-0.0370925028034754,172940.0,0.8878318219820439
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),17,0.03978441987017675,-0.008532780976385724,-0.0370925028034754,172940.0,0.8878318219820439
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),17,0.03995959097155612,-0.019398748490391006,-0.0370925028034754,172931.0,0.8878318219820439
Embryonic Heart Tube Development (GO:0035050),17,0.040508579727745325,-0.032429634616211865,-0.0370925028034754,172903.0,0.8878318219820439
Negative Regulation Of Innate Immune Response (GO:0045824),52,0.04135069754139801,0.06011018686308773,-0.0370925028034754,517790.0,0.8878318219820439
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),52,0.0423352492472317,-0.019092479478613363,-0.0370925028034754,517705.0,0.8878318219820439
Regulation Of Protein Localization To Nucleus (GO:1900180),52,0.042417168092646985,0.32796898629767796,-0.0370925028034754,517698.0,0.8878318219820439
Renal Absorption (GO:0070293),17,0.042663157093773135,-0.037092293163732255,-0.0370925028034754,172796.0,0.8878318219820439
Recombinational Repair (GO:0000725),95,0.042699548230069814,0.059495343465422214,-0.0370925028034754,937379.0,0.8878318219820439
Negative Regulation Of Metabolic Process (GO:0009892),52,0.042970520420642255,-0.027078863407688312,-0.0370925028034754,517651.0,0.8878318219820439
Eye Morphogenesis (GO:0048592),18,0.045274632639496756,2.373293050332199,-0.0370925028034754,182597.0,0.8878318219820439
Actin Cytoskeleton Reorganization (GO:0031532),53,0.045501732319950576,-0.030804405265212952,-0.0370925028034754,527240.0,0.8878318219820439
Melanosome Assembly (GO:1903232),18,0.045526749466958026,0.7912979947055429,-0.0370925028034754,182585.0,0.8878318219820439
Autophagy Of Nucleus (GO:0044804),18,0.045779993960917885,0.34310229244511947,-0.0370925028034754,182573.0,0.8878318219820439
Glycerolipid Catabolic Process (GO:0046503),18,0.04592824197866598,0.1690000035892891,-0.0370925028034754,182566.0,0.8878318219820439
Pore Complex Assembly (GO:0046931),18,0.04605561849521929,0.1202295283664304,-0.0370925028034754,182560.0,0.8878318219820439
Cardiac Muscle Cell Contraction (GO:0086003),18,0.04624721518378784,0.055828038654278496,-0.0370925028034754,182551.0,0.8878318219820439
Energy Reserve Metabolic Process (GO:0006112),18,0.047540936262068643,-0.032877961714460995,-0.0370925028034754,182491.0,0.8878318219820439
Regulation Of DNA Damage Checkpoint (GO:2000001),18,0.04773747114169655,-0.034158167792438195,-0.0370925028034754,182482.0,0.8878318219820439
Mitochondrial Translation (GO:0032543),98,0.047739793343350254,0.020235775940631088,-0.0370925028034754,965986.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),54,0.04830252378201557,-0.021774592031520965,-0.0370925028034754,536811.0,0.8878318219820439
3'-UTR-mediated mRNA Stabilization (GO:0070935),18,0.048618843667305296,-0.036961044450902675,-0.0370925028034754,182442.0,0.8878318219820439
Regulation Of Collagen Biosynthetic Process (GO:0032965),18,0.04881893445351704,-0.037059460561286894,-0.0370925028034754,182433.0,0.8878318219820439
Regulation Of Nervous System Process (GO:0031644),18,0.04987456745184418,-0.0370922676224034,-0.0370925028034754,182386.0,0.8878318219820439
Neuron Migration (GO:0001764),55,0.05135525733918667,-0.02730194376910584,-0.0370925028034754,546367.0,0.8878318219820439
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",55,0.05186176260933205,0.0144076475496209,-0.0370925028034754,546329.0,0.8878318219820439
Regulation Of Granulocyte Chemotaxis (GO:0071622),19,0.05251388189850685,1.5941086093718064,-0.0370925028034754,192181.0,0.8878318219820439
Xenobiotic Catabolic Process (GO:0042178),19,0.05276706043566465,0.6553732255239876,-0.0370925028034754,192170.0,0.8878318219820439
Protein Insertion Into Membrane (GO:0051205),19,0.05339260506115851,0.0968204610976873,-0.0370925028034754,192143.0,0.8878318219820439
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),19,0.05357907594694027,0.028951300340440356,-0.0370925028034754,192135.0,0.8878318219820439
Cellular Response To Catecholamine Stimulus (GO:0071870),19,0.053906641061601514,-0.00398878901504997,-0.0370925028034754,192121.0,0.8878318219820439
Positive Regulation Of Histone Methylation (GO:0031062),19,0.0540005217462799,-0.011539067484500426,-0.0370925028034754,192117.0,0.8878318219820439
rRNA Methylation (GO:0031167),19,0.05451918108665421,-0.02771091965983535,-0.0370925028034754,192095.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Migration (GO:0014910),19,0.054875065673113614,-0.03292046284645014,-0.0370925028034754,192080.0,0.8878318219820439
Muscle Organ Development (GO:0007517),56,0.05491456452058326,0.01352046055316844,-0.0370925028034754,555891.0,0.8878318219820439
Nucleotide-Excision Repair (GO:0006289),56,0.05549982280341373,-0.03167826197576401,-0.0370925028034754,555849.0,0.8878318219820439
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),19,0.056050430120430365,-0.036965994222980525,-0.0370925028034754,192031.0,0.8878318219820439
Negative Regulation Of Cell Differentiation (GO:0045596),206,0.05611636240299253,0.23187533437364322,-0.0370925028034754,2006634.0,0.8878318219820439
RNA Catabolic Process (GO:0006401),57,0.05749138723022454,-0.012694294255442624,-0.0370925028034754,565490.0,0.8878318219820439
Mitochondrial Gene Expression (GO:0140053),103,0.05805357830068029,0.01745284978800456,-0.0370925028034754,1013516.0,0.8878318219820439
Histone H2A Acetylation (GO:0043968),20,0.06039699843725884,0.40653989265619633,-0.0370925028034754,201751.0,0.8878318219820439
Microglial Cell Activation (GO:0001774),20,0.060597265653228635,0.15506605743578464,-0.0370925028034754,201743.0,0.8878318219820439
Mitochondrial Calcium Ion Homeostasis (GO:0051560),20,0.060923807371478615,0.09012481290262916,-0.0370925028034754,201730.0,0.8878318219820439
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),20,0.061074982188236066,0.04615960067232657,-0.0370925028034754,201724.0,0.8878318219820439
Peptide Catabolic Process (GO:0043171),20,0.06117592817927343,0.023472080302279336,-0.0370925028034754,201720.0,0.8878318219820439
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,0.06255149565864357,-0.03329941582336244,-0.0370925028034754,201666.0,0.8878318219820439
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,0.06255149565864357,-0.03329941582336244,-0.0370925028034754,201666.0,0.8878318219820439
Hepaticobiliary System Development (GO:0061008),20,0.06311877731295534,-0.0362081809208858,-0.0370925028034754,201644.0,0.8878318219820439
Negative Regulation Of Translation (GO:0017148),106,0.063810140581486,0.1592059220833551,-0.0370925028034754,1042100.0,0.8878318219820439
Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),20,0.06405568874186084,-0.03706276478550575,-0.0370925028034754,201608.0,0.8878318219820439
Positive Regulation Of Protein Binding (GO:0032092),59,0.06410338127785278,-0.013661782589953505,-0.0370925028034754,584595.0,0.8878318219820439
Mitotic Cytokinesis (GO:0000281),59,0.06502429566161581,-0.03115987084260335,-0.0370925028034754,584535.0,0.8878318219820439
Positive Regulation Of Organelle Assembly (GO:1902117),60,0.06732280826318991,0.07973344603167433,-0.0370925028034754,594158.0,0.8878318219820439
Positive Regulation Of DNA Metabolic Process (GO:0051054),107,0.06827967031221488,-0.02620328717021241,-0.0370925028034754,1051413.0,0.8878318219820439
Extracellular Structure Organization (GO:0043062),107,0.06874565001707791,0.36841570178089744,-0.0370925028034754,1051374.0,0.8878318219820439
Positive Regulation Of Interferon-Alpha Production (GO:0032727),21,0.0690340140383511,0.01476252197894667,-0.0370925028034754,211304.0,0.8878318219820439
Regulation Of Histone Deacetylation (GO:0031063),21,0.06941377266190679,-0.01397272799106947,-0.0370925028034754,211290.0,0.8878318219820439
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),21,0.07045265698134182,-0.03348003901289163,-0.0370925028034754,211252.0,0.8878318219820439
External Encapsulating Structure Organization (GO:0045229),108,0.07110876088000292,0.36466099618289405,-0.0370925028034754,1060873.0,0.8878318219820439
Positive Regulation Of Blood Coagulation (GO:0030194),21,0.07206131391372778,-0.03706418088159954,-0.0370925028034754,211194.0,0.8878318219820439
Regulation Of Cardiac Conduction (GO:1903779),21,0.07217328530027983,-0.03706759885263264,-0.0370925028034754,211190.0,0.8878318219820439
Protein Autophosphorylation (GO:0046777),162,0.07358967303343304,-0.023762511501835868,-0.0370925028034754,1582177.0,0.8878318219820439
Positive Regulation Of Macroautophagy (GO:0016239),63,0.07685003940394577,0.24292258054592641,-0.0370925028034754,622867.0,0.8878318219820439
Response To Gamma Radiation (GO:0010332),22,0.07688111183696,0.03859122762907185,-0.0370925028034754,220895.0,0.8878318219820439
Brain Development (GO:0007420),164,0.07694588322951325,0.008217145530119136,-0.0370925028034754,1601100.0,0.8878318219820439
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),22,0.077255144009732,-0.0030971199624726968,-0.0370925028034754,220882.0,0.8878318219820439
Regulation Of Histone Acetylation (GO:0035065),22,0.07745711772698621,-0.015023626846178832,-0.0370925028034754,220875.0,0.8878318219820439
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),111,0.07748603023891273,0.045572771030265795,-0.0370925028034754,1089435.0,0.8878318219820439
Fc-epsilon Receptor Signaling Pathway (GO:0038095),22,0.0781235694978228,-0.02905799403307194,-0.0370925028034754,220852.0,0.8878318219820439
Cellular Response To Interleukin-6 (GO:0071354),22,0.0781235694978228,-0.02905799403307194,-0.0370925028034754,220852.0,0.8878318219820439
Axon Extension (GO:0048675),22,0.07818172676348445,-0.02997841295897388,-0.0370925028034754,220850.0,0.8878318219820439
Negative Regulation Of Neuron Differentiation (GO:0045665),22,0.0785897474396052,-0.03371189245408658,-0.0370925028034754,220836.0,0.8878318219820439
Telomere Organization (GO:0032200),63,0.08011118207517526,-0.03227984428995417,-0.0370925028034754,622678.0,0.8878318219820439
Calcium Ion Transport (GO:0006816),112,0.08011202910940146,0.0028581925218159865,-0.0370925028034754,1098919.0,0.8878318219820439
Glucose Transmembrane Transport (GO:1904659),22,0.08170150145441274,-0.03709234080912843,-0.0370925028034754,220731.0,0.8878318219820439
Positive Regulation Of Type I Interferon Production (GO:0032481),64,0.08236862243295084,-0.017483031927457558,-0.0370925028034754,632306.0,0.8878318219820439
Heart Development (GO:0007507),166,0.08258166436282055,-0.0265043266991388,-0.0370925028034754,1619817.0,0.8878318219820439
Protein Localization To Cell Junction (GO:1902414),23,0.08373946676909866,1.310421459428279,-0.0370925028034754,230523.0,0.8878318219820439
Protein N-linked Glycosylation Via Asparagine (GO:0018279),23,0.08446087400333196,0.14850045409677398,-0.0370925028034754,230499.0,0.8878318219820439
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),23,0.0844910335111162,0.13000189740457682,-0.0370925028034754,230498.0,0.8878318219820439
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",23,0.08455137676380725,0.12419728480825339,-0.0370925028034754,230496.0,0.8878318219820439
