Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),45,0.02424845609139933,0.02345373734520556,-0.013886503291381,450823.0,0.8288528862828194
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),45,0.024801168423044515,-0.010629324591110772,-0.013886503291381,450754.0,0.8288528862828194
Cardiac Conduction (GO:0061337),45,0.02551309123456066,-0.01373942858206126,-0.013886503291381,450667.0,0.8288528862828194
Regulation Of Nervous System Development (GO:0051960),46,0.025875055611219836,0.024530799897551293,-0.013886503291381,460458.0,0.8288528862828194
Ribosomal Small Subunit Assembly (GO:0000028),15,0.02616995069148581,0.7653853504321098,-0.013886503291381,153827.0,0.8288528862828194
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),15,0.026493670257722608,0.07953634130262624,-0.013886503291381,153805.0,0.8288528862828194
Protein Localization To Mitochondrion (GO:0070585),15,0.02668652703653717,0.028037751186458525,-0.013886503291381,153792.0,0.8288528862828194
Calcium-Mediated Signaling (GO:0019722),85,0.02678532655072774,-0.012589661207852938,-0.013886503291381,842125.0,0.8288528862828194
Regulation Of rRNA Processing (GO:2000232),15,0.026835675062613418,0.010503715227337453,-0.013886503291381,153782.0,0.8288528862828194
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),15,0.026835675062613418,0.010503715227337453,-0.013886503291381,153782.0,0.8288528862828194
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),15,0.026970502739541255,0.0012404029670090946,-0.013886503291381,153773.0,0.8288528862828194
Negative Regulation Of Telomere Maintenance (GO:0032205),15,0.027000541107117634,0.0003053096294868528,-0.013886503291381,153771.0,0.8288528862828194
Regulation Of Rac Protein Signal Transduction (GO:0035020),15,0.027015570758966358,-0.0016715136258016333,-0.013886503291381,153770.0,0.8288528862828194
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),15,0.027060701615181565,-0.00415706604095226,-0.013886503291381,153767.0,0.8288528862828194
Negative Regulation Of Macrophage Activation (GO:0043031),15,0.027105895372161345,-0.0052243837792671595,-0.013886503291381,153764.0,0.8288528862828194
Phagosome Maturation (GO:0090382),15,0.027211592445402465,-0.007655549373074566,-0.013886503291381,153757.0,0.8288528862828194
Branched-Chain Amino Acid Metabolic Process (GO:0009081),15,0.02760719646930351,-0.012523246355459013,-0.013886503291381,153731.0,0.8288528862828194
miRNA Metabolic Process (GO:0010586),15,0.027760622985548974,-0.01322346527458148,-0.013886503291381,153721.0,0.8288528862828194
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967),15,0.02868036735237047,-0.013877509467873353,-0.013886503291381,153662.0,0.8378984741547373
Negative Regulation Of Platelet Activation (GO:0010544),15,0.02868036735237047,-0.013877509467873353,-0.013886503291381,153662.0,0.8378984741547373
Positive Regulation Of Lymphocyte Migration (GO:2000403),16,0.03241458613879032,0.08944756898748765,-0.013886503291381,163399.0,0.8878318219820439
Chondroitin Sulfate Metabolic Process (GO:0030204),16,0.03258427426855932,0.05449206483624829,-0.013886503291381,163389.0,0.8878318219820439
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),16,0.032891558993290944,0.007509318220483592,-0.013886503291381,163371.0,0.8878318219820439
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),16,0.032891558993290944,0.007509318220483592,-0.013886503291381,163371.0,0.8878318219820439
Response To UV-B (GO:0010224),16,0.03332230206857738,-0.008519012777847014,-0.013886503291381,163346.0,0.8878318219820439
Cellular Response To Gamma Radiation (GO:0071480),16,0.03332230206857738,-0.008519012777847014,-0.013886503291381,163346.0,0.8878318219820439
Regulation Of RNA Metabolic Process (GO:0051252),90,0.0334666223573321,-0.006488385468115407,-0.013886503291381,889871.0,0.8878318219820439
Positive Regulation Of Autophagosome Assembly (GO:2000786),16,0.03382777279524871,-0.012992169915508769,-0.013886503291381,163317.0,0.8878318219820439
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),16,0.0340564020088156,-0.013475654419070988,-0.013886503291381,163304.0,0.8878318219820439
Positive Regulation Of Positive Chemotaxis (GO:0050927),16,0.0346961675158974,-0.01384703561914792,-0.013886503291381,163268.0,0.8878318219820439
Positive Regulation Of Collagen Metabolic Process (GO:0010714),16,0.03496563367021464,-0.013878071581842582,-0.013886503291381,163253.0,0.8878318219820439
Regulation Of Fibrinolysis (GO:0051917),16,0.03496563367021464,-0.013878071581842582,-0.013886503291381,163253.0,0.8878318219820439
Heart Process (GO:0003015),16,0.0353457697325007,-0.013884697802737076,-0.013886503291381,163232.0,0.8878318219820439
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",50,0.03852695775506429,-0.013880740640913962,-0.013886503291381,498429.0,0.8878318219820439
Positive Regulation Of Establishment Of Protein Localization (GO:1904951),17,0.03861354092020196,0.13007053677769692,-0.013886503291381,173001.0,0.8878318219820439
Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),17,0.03861354092020196,0.13007053677769692,-0.013886503291381,173001.0,0.8878318219820439
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532),17,0.03933959540300533,0.007634277754547046,-0.013886503291381,172963.0,0.8878318219820439
Facultative Heterochromatin Formation (GO:0140718),17,0.03951317280673276,-0.0005392330633897406,-0.013886503291381,172954.0,0.8878318219820439
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),17,0.03951317280673276,-0.0005392330633897406,-0.013886503291381,172954.0,0.8878318219820439
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),17,0.03955183004027902,-0.0013643154200270126,-0.013886503291381,172952.0,0.8878318219820439
Regulation Of Macroautophagy (GO:0016241),94,0.03957362034753574,0.030308400372336973,-0.013886503291381,928021.0,0.8878318219820439
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),51,0.03961409758935429,0.034101127998293755,-0.013886503291381,508139.0,0.8878318219820439
Negative Regulation Of Leukocyte Activation (GO:0002695),17,0.039687372659968356,-0.006243456663045259,-0.013886503291381,172945.0,0.8878318219820439
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),51,0.039770980231602575,0.011368551975907845,-0.013886503291381,508125.0,0.8878318219820439
Embryonic Digit Morphogenesis (GO:0042733),17,0.03986219646864724,-0.008834747513937247,-0.013886503291381,172936.0,0.8878318219820439
Embryonic Heart Tube Development (GO:0035050),17,0.041163446238082144,-0.013786574301840465,-0.013886503291381,172870.0,0.8878318219820439
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),17,0.04118342389165513,-0.013790987285459641,-0.013886503291381,172869.0,0.8878318219820439
Rac Protein Signal Transduction (GO:0016601),17,0.04140369731080984,-0.013849357246926335,-0.013886503291381,172858.0,0.8878318219820439
Negative Regulation Of Innate Immune Response (GO:0045824),52,0.04167294998105715,-0.0043521750132563,-0.013886503291381,517762.0,0.8878318219820439
Negative Regulation Of Metabolic Process (GO:0009892),52,0.042055355824357,0.018427166490280446,-0.013886503291381,517729.0,0.8878318219820439
Recombinational Repair (GO:0000725),95,0.04253410482999913,0.013986373409808198,-0.013886503291381,937398.0,0.8878318219820439
Renal Absorption (GO:0070293),17,0.042766061718494716,-0.013886438545175177,-0.013886503291381,172791.0,0.8878318219820439
Regulation Of Protein Localization To Nucleus (GO:1900180),52,0.04289955657714089,-0.007460644433823375,-0.013886503291381,517657.0,0.8878318219820439
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),52,0.04430054240099344,-0.01388096228131654,-0.013886503291381,517540.0,0.8878318219820439
Actin Cytoskeleton Reorganization (GO:0031532),53,0.044685141780937486,-0.00767581642835984,-0.013886503291381,527307.0,0.8878318219820439
Pore Complex Assembly (GO:0046931),18,0.04573770809631082,0.06396586720362504,-0.013886503291381,182575.0,0.8878318219820439
Glycerolipid Catabolic Process (GO:0046503),18,0.04637530151424911,0.0012938387740674111,-0.013886503291381,182545.0,0.8878318219820439
Melanosome Assembly (GO:1903232),18,0.046761269979366256,-0.008694041692792306,-0.013886503291381,182527.0,0.8878318219820439
Eye Morphogenesis (GO:0048592),18,0.04717147250719142,-0.011912930161639279,-0.013886503291381,182508.0,0.8878318219820439
Regulation Of DNA Damage Checkpoint (GO:2000001),18,0.047279898605613345,-0.012437024083781122,-0.013886503291381,182503.0,0.8878318219820439
Autophagy Of Nucleus (GO:0044804),18,0.047432030607903075,-0.013091540290605684,-0.013886503291381,182496.0,0.8878318219820439
Mitochondrial Translation (GO:0032543),98,0.047514763516374896,0.00310191275401984,-0.013886503291381,966010.0,0.8878318219820439
Cardiac Muscle Cell Contraction (GO:0086003),18,0.04771560185558227,-0.0135213042937721,-0.013886503291381,182483.0,0.8878318219820439
3'-UTR-mediated mRNA Stabilization (GO:0070935),18,0.04841940905727143,-0.013839483592066227,-0.013886503291381,182451.0,0.8878318219820439
Energy Reserve Metabolic Process (GO:0006112),18,0.048618843667305296,-0.013870277640877423,-0.013886503291381,182442.0,0.8878318219820439
Regulation Of Collagen Biosynthetic Process (GO:0032965),18,0.048841207327374965,-0.013879008438457961,-0.013886503291381,182432.0,0.8878318219820439
Regulation Of Nervous System Process (GO:0031644),18,0.049445650346522166,-0.013885653197722166,-0.013886503291381,182405.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),54,0.04987940453475173,-0.013843350039938064,-0.013886503291381,536689.0,0.8878318219820439
Neuron Migration (GO:0001764),55,0.050616009444170246,-0.004590268202795617,-0.013886503291381,546423.0,0.8878318219820439
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",55,0.05212993447790387,0.011592614865144157,-0.013886503291381,546309.0,0.8878318219820439
Cellular Response To Catecholamine Stimulus (GO:0071870),19,0.05295179781148118,0.05786412558909941,-0.013886503291381,192162.0,0.8878318219820439
Xenobiotic Catabolic Process (GO:0042178),19,0.05299806221364213,0.05389628151278301,-0.013886503291381,192160.0,0.8878318219820439
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),19,0.05309068718373776,0.043695448816096306,-0.013886503291381,192156.0,0.8878318219820439
Regulation Of Granulocyte Chemotaxis (GO:0071622),19,0.053206648848446274,0.020222151423791742,-0.013886503291381,192151.0,0.8878318219820439
Protein Insertion Into Membrane (GO:0051205),19,0.05322986525878507,0.01921159234901863,-0.013886503291381,192150.0,0.8878318219820439
Positive Regulation Of Histone Methylation (GO:0031062),19,0.053672504665795234,-0.001944208876862505,-0.013886503291381,192131.0,0.8878318219820439
rRNA Methylation (GO:0031167),19,0.05416512432816516,-0.010155459370654847,-0.013886503291381,192110.0,0.8878318219820439
Muscle Organ Development (GO:0007517),56,0.05517871722917106,0.011137988793054924,-0.013886503291381,555872.0,0.8878318219820439
Nucleotide-Excision Repair (GO:0006289),56,0.05541591424846449,-0.010083347784021965,-0.013886503291381,555855.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Migration (GO:0014910),19,0.055664474006297864,-0.013797093142844732,-0.013886503291381,192047.0,0.8878318219820439
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),19,0.05641417786004827,-0.013881265680902678,-0.013886503291381,192016.0,0.8878318219820439
Negative Regulation Of Cell Differentiation (GO:0045596),206,0.05760943427654239,-0.011862287919444147,-0.013886503291381,2006434.0,0.8878318219820439
RNA Catabolic Process (GO:0006401),57,0.05764842600566602,-0.007293541045192061,-0.013886503291381,565479.0,0.8878318219820439
Mitochondrial Gene Expression (GO:0140053),103,0.057797152637887206,0.0022772323634664008,-0.013886503291381,1013540.0,0.8878318219820439
Histone H2A Acetylation (GO:0043968),20,0.060072669332558254,0.10786082561866236,-0.013886503291381,201764.0,0.8878318219820439
Mitochondrial Calcium Ion Homeostasis (GO:0051560),20,0.060747806682004635,0.017556687566998647,-0.013886503291381,201737.0,0.8878318219820439
Microglial Cell Activation (GO:0001774),20,0.06145420200345022,-0.00738991365729562,-0.013886503291381,201709.0,0.8878318219820439
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),20,0.061682615156615356,-0.00959251088055381,-0.013886503291381,201700.0,0.8878318219820439
Positive Regulation Of Protein Binding (GO:0032092),59,0.06305690052708908,0.021643923758938522,-0.013886503291381,584664.0,0.8878318219820439
Hepaticobiliary System Development (GO:0061008),20,0.06345586766287505,-0.013818410668633787,-0.013886503291381,201631.0,0.8878318219820439
Peptide Catabolic Process (GO:0043171),20,0.06374219093405364,-0.013864625544865016,-0.013886503291381,201620.0,0.8878318219820439
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,0.06382045326590242,-0.013871900205927781,-0.013886503291381,201617.0,0.8878318219820439
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,0.06382045326590242,-0.013871900205927781,-0.013886503291381,201617.0,0.8878318219820439
Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),20,0.06408186757547578,-0.013879757923750267,-0.013886503291381,201607.0,0.8878318219820439
Negative Regulation Of Translation (GO:0017148),106,0.0641630823575946,0.004094939757345544,-0.013886503291381,1042069.0,0.8878318219820439
Mitotic Cytokinesis (GO:0000281),59,0.06462397979346556,-0.012074224874608802,-0.013886503291381,584561.0,0.8878318219820439
Positive Regulation Of DNA Metabolic Process (GO:0051054),107,0.0681843867153512,-0.00952796704446447,-0.013886503291381,1051421.0,0.8878318219820439
Positive Regulation Of Organelle Assembly (GO:1902117),60,0.06831896078117054,-0.012647532959677044,-0.013886503291381,594095.0,0.8878318219820439
Positive Regulation Of Interferon-Alpha Production (GO:0032727),21,0.06884473617671825,0.002415075003372976,-0.013886503291381,211311.0,0.8878318219820439
Regulation Of Histone Deacetylation (GO:0031063),21,0.0690340140383511,-0.00308157024967379,-0.013886503291381,211304.0,0.8878318219820439
Extracellular Structure Organization (GO:0043062),107,0.06925021259626234,-0.013504630381744813,-0.013886503291381,1051332.0,0.8878318219820439
Regulation Of Cardiac Conduction (GO:1903779),21,0.0710595563324676,-0.013717717712785835,-0.013886503291381,211230.0,0.8878318219820439
External Encapsulating Structure Organization (GO:0045229),108,0.0716242041294281,-0.013508166242019223,-0.013886503291381,1060831.0,0.8878318219820439
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),21,0.07180986526169326,-0.013872595590949364,-0.013886503291381,211203.0,0.8878318219820439
Positive Regulation Of Blood Coagulation (GO:0030194),21,0.0720892942674301,-0.013880079131732684,-0.013886503291381,211193.0,0.8878318219820439
Protein Autophosphorylation (GO:0046777),162,0.07378505944495979,-0.011622688355627837,-0.013886503291381,1582158.0,0.8878318219820439
Regulation Of Histone Acetylation (GO:0035065),22,0.07705357065223131,-0.00357270356975139,-0.013886503291381,220889.0,0.8878318219820439
Axon Extension (GO:0048675),22,0.07713991023619836,-0.005558101246667795,-0.013886503291381,220886.0,0.8878318219820439
Fc-epsilon Receptor Signaling Pathway (GO:0038095),22,0.07722632331337045,-0.007252796075179587,-0.013886503291381,220883.0,0.8878318219820439
Cellular Response To Interleukin-6 (GO:0071354),22,0.07722632331337045,-0.007252796075179587,-0.013886503291381,220883.0,0.8878318219820439
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),111,0.0772413891263139,0.009968661452880027,-0.013886503291381,1089454.0,0.8878318219820439
Response To Gamma Radiation (GO:0010332),22,0.07757271118785167,-0.009982873826992646,-0.013886503291381,220871.0,0.8878318219820439
Positive Regulation Of Macroautophagy (GO:0016239),63,0.07802871584019032,0.02115177693969466,-0.013886503291381,622798.0,0.8878318219820439
Brain Development (GO:0007420),164,0.07830711435273405,-0.003928639858624271,-0.013886503291381,1600972.0,0.8878318219820439
Negative Regulation Of Neuron Differentiation (GO:0045665),22,0.07902870130760742,-0.013674516603978936,-0.013886503291381,220821.0,0.8878318219820439
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),22,0.079853046303755,-0.013857799529756944,-0.013886503291381,220793.0,0.8878318219820439
Telomere Organization (GO:0032200),63,0.08000607076757799,-0.010505920618172968,-0.013886503291381,622684.0,0.8878318219820439
Calcium Ion Transport (GO:0006816),112,0.08071922066899861,0.0037638610956638847,-0.013886503291381,1098873.0,0.8878318219820439
Glucose Transmembrane Transport (GO:1904659),22,0.08185196446044235,-0.013886453260221959,-0.013886503291381,220726.0,0.8878318219820439
Positive Regulation Of Type I Interferon Production (GO:0032481),64,0.08199632551600156,-0.007599596571410452,-0.013886503291381,632327.0,0.8878318219820439
Regulation Of T Cell Migration (GO:2000404),23,0.08418980180636415,0.057998068728701536,-0.013886503291381,230508.0,0.8878318219820439
Heart Development (GO:0007507),166,0.08441343349888264,-0.0138361972561354,-0.013886503291381,1619653.0,0.8878318219820439
Protein Localization To Cell Junction (GO:1902414),23,0.08464195225094395,0.014290211473326913,-0.013886503291381,230493.0,0.8878318219820439
Double-Strand Break Repair (GO:0006302),168,0.08465567051965284,0.003299708354798187,-0.013886503291381,1638862.0,0.8878318219820439
Protein N-linked Glycosylation Via Asparagine (GO:0018279),23,0.08470237632632205,0.01228840519047929,-0.013886503291381,230491.0,0.8878318219820439
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",23,0.08518693397227589,-0.002006235587986591,-0.013886503291381,230475.0,0.8878318219820439
Positive Regulation Of Lamellipodium Assembly (GO:0010592),23,0.08533878340028767,-0.005920205683394457,-0.013886503291381,230470.0,0.8878318219820439
