Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Autophagy Of Nucleus (GO:0044804),18,0.045674338169222325,0.11774450234655921,-0.0149384794213524,182578.0,0.8878318219820439
Pore Complex Assembly (GO:0046931),18,0.045843481665488385,0.04785991384788283,-0.0149384794213524,182570.0,0.8878318219820439
Glycerolipid Catabolic Process (GO:0046503),18,0.04592824197866598,0.0379073025617908,-0.0149384794213524,182566.0,0.8878318219820439
Cardiac Muscle Cell Contraction (GO:0086003),18,0.04594945171964526,0.03770204671117793,-0.0149384794213524,182565.0,0.8878318219820439
Energy Reserve Metabolic Process (GO:0006112),18,0.047803127161189805,-0.014159927798889265,-0.0149384794213524,182479.0,0.8878318219820439
Regulation Of DNA Damage Checkpoint (GO:2000001),18,0.04786885546199616,-0.01422306933106885,-0.0149384794213524,182476.0,0.8878318219820439
Mitochondrial Translation (GO:0032543),98,0.047899705206057575,-0.0021568567117522803,-0.0149384794213524,965969.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),54,0.048776487852728055,-0.010932629085436399,-0.0149384794213524,536774.0,0.8878318219820439
3'-UTR-mediated mRNA Stabilization (GO:0070935),18,0.04886348832098515,-0.014916630728966818,-0.0149384794213524,182431.0,0.8878318219820439
Regulation Of Collagen Biosynthetic Process (GO:0032965),18,0.04899734490274854,-0.014928786175079969,-0.0149384794213524,182425.0,0.8878318219820439
Regulation Of Nervous System Process (GO:0031644),18,0.04976140783952841,-0.014938184648710233,-0.0149384794213524,182391.0,0.8878318219820439
Neuron Migration (GO:0001764),55,0.05140838768106951,-0.010681898261124662,-0.0149384794213524,546363.0,0.8878318219820439
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",55,0.05192870257702472,0.00561522696174442,-0.0149384794213524,546324.0,0.8878318219820439
Regulation Of Granulocyte Chemotaxis (GO:0071622),19,0.05249091356221503,0.27611045692008673,-0.0149384794213524,192182.0,0.8878318219820439
Xenobiotic Catabolic Process (GO:0042178),19,0.052813196772108814,0.11698618849932062,-0.0149384794213524,192168.0,0.8878318219820439
Protein Insertion Into Membrane (GO:0051205),19,0.0534158857577409,0.016271347926114815,-0.0149384794213524,192142.0,0.8878318219820439
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),19,0.05360242103921518,0.005913596547374056,-0.0149384794213524,192134.0,0.8878318219820439
Cellular Response To Catecholamine Stimulus (GO:0071870),19,0.053836315387303796,9.068004358097633e-06,-0.0149384794213524,192124.0,0.8878318219820439
Positive Regulation Of Histone Methylation (GO:0031062),19,0.054141585392885924,-0.006436843881451749,-0.0149384794213524,192111.0,0.8878318219820439
rRNA Methylation (GO:0031167),19,0.054188671361567055,-0.007232770786970437,-0.0149384794213524,192109.0,0.8878318219820439
Muscle Organ Development (GO:0007517),56,0.054789788858877655,0.005271918352917464,-0.0149384794213524,555900.0,0.8878318219820439
Nucleotide-Excision Repair (GO:0006289),56,0.055360030881531366,-0.010844487930118043,-0.0149384794213524,555859.0,0.8878318219820439
Regulation Of Smooth Muscle Cell Migration (GO:0014910),19,0.0555442938211504,-0.014581166871129822,-0.0149384794213524,192052.0,0.8878318219820439
Negative Regulation Of Cell Differentiation (GO:0045596),206,0.05605728030939608,0.04428721901134703,-0.0149384794213524,2006642.0,0.8878318219820439
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),19,0.056098822674288756,-0.014881780375668648,-0.0149384794213524,192029.0,0.8878318219820439
RNA Catabolic Process (GO:0006401),57,0.05776284775607644,-0.008361090183300808,-0.0149384794213524,565471.0,0.8878318219820439
Mitochondrial Gene Expression (GO:0140053),103,0.05823575344184816,-0.0027773238335775277,-0.0149384794213524,1013499.0,0.8878318219820439
Histone H2A Acetylation (GO:0043968),20,0.06039699843725884,0.08629467597949822,-0.0149384794213524,201751.0,0.8878318219820439
Microglial Cell Activation (GO:0001774),20,0.06069759387487652,0.030851724769895818,-0.0149384794213524,201739.0,0.8878318219820439
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),20,0.060747806682004635,0.025728485309612532,-0.0149384794213524,201737.0,0.8878318219820439
Peptide Catabolic Process (GO:0043171),20,0.060873480828933235,0.015749685841937266,-0.0149384794213524,201732.0,0.8878318219820439
Mitochondrial Calcium Ion Homeostasis (GO:0051560),20,0.06094898283824938,0.014710856558741454,-0.0149384794213524,201729.0,0.8878318219820439
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,0.06286042729157325,-0.014237782961135578,-0.0149384794213524,201654.0,0.8878318219820439
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,0.06286042729157325,-0.014237782961135578,-0.0149384794213524,201654.0,0.8878318219820439
Hepaticobiliary System Development (GO:0061008),20,0.06332605208673646,-0.01470443356426461,-0.0149384794213524,201636.0,0.8878318219820439
Negative Regulation Of Translation (GO:0017148),106,0.06386696431313563,0.022492389620916882,-0.0149384794213524,1042095.0,0.8878318219820439
Positive Regulation Of Protein Binding (GO:0032092),59,0.06408811905984114,-0.0054838720852204694,-0.0149384794213524,584596.0,0.8878318219820439
Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),20,0.06426535237655649,-0.014929755499707213,-0.0149384794213524,201600.0,0.8878318219820439
Mitotic Cytokinesis (GO:0000281),59,0.06494716273054163,-0.012346489523988693,-0.0149384794213524,584540.0,0.8878318219820439
Positive Regulation Of Organelle Assembly (GO:1902117),60,0.06729136923981441,0.02596564674786499,-0.0149384794213524,594160.0,0.8878318219820439
Positive Regulation Of DNA Metabolic Process (GO:0051054),107,0.0683273506285527,-0.010598608229874946,-0.0149384794213524,1051409.0,0.8878318219820439
Extracellular Structure Organization (GO:0043062),107,0.06861397225538025,0.06242706369946978,-0.0149384794213524,1051385.0,0.8878318219820439
Positive Regulation Of Interferon-Alpha Production (GO:0032727),21,0.06887175134920989,0.005892695864849209,-0.0149384794213524,211310.0,0.8878318219820439
Regulation Of Histone Deacetylation (GO:0031063),21,0.0695770180643394,-0.007246523456680382,-0.0149384794213524,211284.0,0.8878318219820439
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),21,0.07078319711106644,-0.014271149459241142,-0.0149384794213524,211240.0,0.8878318219820439
External Encapsulating Structure Organization (GO:0045229),108,0.07097423567715598,0.06171071607798068,-0.0149384794213524,1060884.0,0.8878318219820439
Regulation Of Cardiac Conduction (GO:1903779),21,0.07197742280593412,-0.014902744620783191,-0.0149384794213524,211197.0,0.8878318219820439
Positive Regulation Of Blood Coagulation (GO:0030194),21,0.07228538999392749,-0.014930170924547459,-0.0149384794213524,211186.0,0.8878318219820439
Protein Autophosphorylation (GO:0046777),162,0.0734972597600256,-0.007866592078140977,-0.0149384794213524,1582186.0,0.8878318219820439
Response To Gamma Radiation (GO:0010332),22,0.07650845791357412,0.022031488515888445,-0.0149384794213524,220908.0,0.8878318219820439
Positive Regulation Of Macroautophagy (GO:0016239),63,0.07661254811804681,0.09187201307303047,-0.0149384794213524,622881.0,0.8878318219820439
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),111,0.0773571985115195,0.005367165907711897,-0.0149384794213524,1089445.0,0.8878318219820439
Fc-epsilon Receptor Signaling Pathway (GO:0038095),22,0.07739937007412931,-0.004863118989837574,-0.0149384794213524,220877.0,0.8878318219820439
Cellular Response To Interleukin-6 (GO:0071354),22,0.07739937007412931,-0.004863118989837574,-0.0149384794213524,220877.0,0.8878318219820439
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),22,0.0775148980951044,-0.005414525799296261,-0.0149384794213524,220873.0,0.8878318219820439
Regulation Of Histone Acetylation (GO:0035065),22,0.07763055701459097,-0.007596157818710928,-0.0149384794213524,220869.0,0.8878318219820439
Brain Development (GO:0007420),164,0.07763486853170287,-0.002729728603239824,-0.0149384794213524,1601035.0,0.8878318219820439
Axon Extension (GO:0048675),22,0.0781235694978228,-0.011478339815490856,-0.0149384794213524,220852.0,0.8878318219820439
Negative Regulation Of Neuron Differentiation (GO:0045665),22,0.07847300575770268,-0.0133150730395255,-0.0149384794213524,220840.0,0.8878318219820439
Telomere Organization (GO:0032200),63,0.0799360545143804,-0.01129937587358853,-0.0149384794213524,622688.0,0.8878318219820439
Calcium Ion Transport (GO:0006816),112,0.0800857080144099,-0.0018366893254804571,-0.0149384794213524,1098921.0,0.8878318219820439
Glucose Transmembrane Transport (GO:1904659),22,0.08194234245146648,-0.014938449523931991,-0.0149384794213524,220723.0,0.8878318219820439
Positive Regulation Of Type I Interferon Production (GO:0032481),64,0.08231535936626844,-0.007072720369151339,-0.0149384794213524,632309.0,0.8878318219820439
Heart Development (GO:0007507),166,0.08291448897130055,-0.009177503006793566,-0.0149384794213524,1619787.0,0.8878318219820439
Protein Localization To Cell Junction (GO:1902414),23,0.08370950889637951,0.22549325059983646,-0.0149384794213524,230524.0,0.8878318219820439
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",23,0.08455137676380725,0.026419089087194453,-0.0149384794213524,230496.0,0.8878318219820439
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),23,0.08461175233945956,0.024879089440602572,-0.0149384794213524,230494.0,0.8878318219820439
